case_id,round,company,subject_table,subject_id,metric_key,flag_code,severity,status,value_raw,value_normalized,alternative_value,source_page,source_box_label,evidence,resolution_note
s2_outline_127,4次,株式会社キィポーション,cases,s2_outline_127,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_128,3次,株式会社タカラ倉庫運輸サービス,metrics,employee_pay,employee_pay,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,6%,,,2,その他Box,幹事456→543、参加者408→486（ともに+6.0%）,率はあるが、年平均・累積・到達率の明示と算術確認材料が不足
s2_outline_128,3次,株式会社タカラ倉庫運輸サービス,metrics,labor,labor,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,19.6%,,,2,その他Box,"幹事714→1,222（+19.6%）、参加者7,234→32,635（+65.2%）",率はあるが、年平均・累積・到達率の明示と算術確認材料が不足
s2_outline_128,3次,株式会社タカラ倉庫運輸サービス,sales_series,s2_outline_128_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,215.6,,increase_rate / target_base_ratio / cagr,1,,コンソーシアム、2024年8月期→2031年8月期、成長率215.6%、増加額73.5億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_128,3次,株式会社タカラ倉庫運輸サービス,cases,s2_outline_128,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,,,,,,売上について申請企業単体系列の記載なし（労働生産性・給与等の申請企業値とは別）,申請企業自身の比較系列をPDFで再確認
s2_outline_128,3次,株式会社タカラ倉庫運輸サービス,cases,s2_outline_128,,CONSORTIUM_APPLICATION,info,resolved,,1,,,,株式会社タカラグループ,
s2_outline_128,3次,株式会社タカラ倉庫運輸サービス,cases,s2_outline_128,,MIXED_ENTITY_METRICS,warning,unresolved,,,,,,group,
s2_outline_128,3次,株式会社タカラ倉庫運輸サービス,cases,s2_outline_128,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_13,3次,フジセイコー株式会社,sales_series,s2_outline_13_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,195,,increase_rate / target_base_ratio / cagr,1,,11.8億円→35億円、売上高増加額23億円、売上高成長率195%,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_13,3次,フジセイコー株式会社,cases,s2_outline_13,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s2_outline_13_sales_01,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s2_outline_13,3次,フジセイコー株式会社,cases,s2_outline_13,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_130,4次,株式会社ピカソナチュラルズ,sales_series,s2_outline_130_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,55,,increase_rate / target_base_ratio / cagr,1,,単体2030年6月期160億円、成長率55%、増加額149億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_130,4次,株式会社ピカソナチュラルズ,sales_series,s2_outline_130_sales_02,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,20,,increase_rate / target_base_ratio / cagr,1,,グループ2030年6月期371億円、成長率20%、増加額213億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_130,4次,株式会社ピカソナチュラルズ,cases,s2_outline_130,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s2_outline_130_sales_01,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s2_outline_130,4次,株式会社ピカソナチュラルズ,cases,s2_outline_130,,MIXED_ENTITY_METRICS,warning,unresolved,,,,,,"applicant, group",
s2_outline_130,4次,株式会社ピカソナチュラルズ,cases,s2_outline_130,,MULTIPLE_SALES_SERIES,warning,unresolved,,2,,,,s2_outline_130_sales_01:applicant; s2_outline_130_sales_02:group,代表系列=s2_outline_130_sales_01
s2_outline_131,4次,株式会社中村畜産,cases,s2_outline_131,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s2_outline_131_sales_01,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s2_outline_132,4次,株式会社コハラ,cases,s2_outline_132,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, project",
s2_outline_132,4次,株式会社コハラ,cases,s2_outline_132,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s2_outline_132_sales_01:applicant; s2_outline_132_sales_02:project,代表系列=s2_outline_132_sales_01
s2_outline_133,4次,株式会社ユタカ,metrics,employee_pay,employee_pay,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,7%,,,2,,"4,681→5,734（+7.0%）",率はあるが、年平均・累積・到達率の明示と算術確認材料が不足
s2_outline_133,4次,株式会社ユタカ,metrics,labor,labor,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,30.4%,,,2,,"10,686→23,668（+30.4%）",率はあるが、年平均・累積・到達率の明示と算術確認材料が不足
s2_outline_133,4次,株式会社ユタカ,metrics,officer_pay,officer_pay,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,7%,,,2,,金額－、+7.0%,率はあるが、年平均・累積・到達率の明示と算術確認材料が不足
s2_outline_134,4次,池田薬品工業株式会社,metrics,employee_pay,employee_pay,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,5.5%,,,2,設備投資の内容,"3,998,288→4,694,730円（+5.5%）",率はあるが、年平均・累積・到達率の明示と算術確認材料が不足
s2_outline_134,4次,池田薬品工業株式会社,metrics,employees,employees,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,25.3%,,,2,設備投資の内容,32→63（+25.3%）,率はあるが、年平均・累積・到達率の明示と算術確認材料が不足
s2_outline_134,4次,池田薬品工業株式会社,metrics,labor,labor,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,62.1%,,,2,設備投資の内容,"5,246,825→22,368,578円（+62.1%）",率はあるが、年平均・累積・到達率の明示と算術確認材料が不足
s2_outline_134,4次,池田薬品工業株式会社,metrics,officer_pay,officer_pay,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,4.5%,,,2,設備投資の内容,金額－、+4.5%,率はあるが、年平均・累積・到達率の明示と算術確認材料が不足
s2_outline_135,4次,株式会社リバイト,metrics,employee_pay,employee_pay,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,7.1%,,,2,その他Box,"5,067→6,223（+7.1%）",率はあるが、年平均・累積・到達率の明示と算術確認材料が不足
s2_outline_135,4次,株式会社リバイト,metrics,employees,employees,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,28.2%,,,2,その他Box,27→57（+28.2%）,率はあるが、年平均・累積・到達率の明示と算術確認材料が不足
s2_outline_135,4次,株式会社リバイト,metrics,labor,labor,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,23.7%,,,2,その他Box,"11,947→22,602（+23.7%）",率はあるが、年平均・累積・到達率の明示と算術確認材料が不足
s2_outline_135,4次,株式会社リバイト,cases,s2_outline_135,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s2_outline_135_sales_01,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s2_outline_135,4次,株式会社リバイト,cases,s2_outline_135,,MIXED_ENTITY_METRICS,warning,unresolved,,,,,,"applicant, existing_business, project",
s2_outline_135,4次,株式会社リバイト,cases,s2_outline_135,,MULTIPLE_SALES_SERIES,warning,unresolved,,3,,,,s2_outline_135_sales_01:applicant; s2_outline_135_sales_02:existing_business; s2_outline_135_sales_03:project,代表系列=s2_outline_135_sales_01
s2_outline_137,4次,株式会社　博多屋,sales_series,s2_outline_137_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,148.19,,increase_rate / target_base_ratio / cagr,1,,2029年2月期13.4億円、対2025年2月期成長率148.19%、増加額4.35億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_138,4次,株式会社ジーケーエス,cases,s2_outline_138,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s2_outline_138_sales_01,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s2_outline_14,3次,スギムラ化学工業株式会社,sales_series,s2_outline_14_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,178.6,,increase_rate / target_base_ratio / cagr,1,,2031年度まで売上高259億円、売上高成長率178.6%、増加額114億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_141,4次,古川電気工業株式会社,metrics,employee_pay,employee_pay,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,7.4%,,,2,設備投資の内容,"従業員給与5,651→7,001千円、+7.4%",率はあるが、年平均・累積・到達率の明示と算術確認材料が不足
s2_outline_141,4次,古川電気工業株式会社,cases,s2_outline_141,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s2_outline_141_sales_02,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s2_outline_141,4次,古川電気工業株式会社,cases,s2_outline_141,,CONSORTIUM_APPLICATION,info,resolved,,1,,,,古川工業株式会社,
s2_outline_141,4次,古川電気工業株式会社,cases,s2_outline_141,,MIXED_ENTITY_METRICS,warning,unresolved,,,,,,"affiliate, applicant, group",
s2_outline_141,4次,古川電気工業株式会社,cases,s2_outline_141,,MULTIPLE_SALES_SERIES,warning,unresolved,,3,,,,s2_outline_141_sales_01:group; s2_outline_141_sales_02:applicant; s2_outline_141_sales_03:affiliate,代表系列=s2_outline_141_sales_02
s2_outline_141,4次,古川電気工業株式会社,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"従業員給与5,651→7,001千円、+7.4%",
s2_outline_141,4次,古川電気工業株式会社,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,3,,"古川工業：従業員給与3,838→4,754千円/人、年平均+7.4%。",
s2_outline_141,4次,古川電気工業株式会社,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,従業員数209→213人,
s2_outline_141,4次,古川電気工業株式会社,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,3,,古川工業：補助事業に係る従業員数98→100人。,
s2_outline_141,4次,古川電気工業株式会社,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"労働生産性12,519→28,866千円、年平均+32.1%",
s2_outline_141,4次,古川電気工業株式会社,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,3,,"古川工業：労働生産性4,760→9,968千円/人、年平均+27.9%。",
s2_outline_143,4次,株式会社ライズクリエイション,cases,s2_outline_143,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_144,4次,株式会社シー・エス・ケイ,metrics,employee_pay,employee_pay,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,7%,,,2,,"4,743→5,810千円、+7.0%",率はあるが、年平均・累積・到達率の明示と算術確認材料が不足
s2_outline_144,4次,株式会社シー・エス・ケイ,metrics,labor,labor,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,26.5%,,,2,,"10,990→22,268千円、+26.5%",率はあるが、年平均・累積・到達率の明示と算術確認材料が不足
s2_outline_144,4次,株式会社シー・エス・ケイ,metrics,officer_pay,officer_pay,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,7%,,,2,,役員給与は値なし、+7.0%のみ,率はあるが、年平均・累積・到達率の明示と算術確認材料が不足
s2_outline_144,4次,株式会社シー・エス・ケイ,sales_series,s2_outline_144_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,30,,increase_rate / target_base_ratio / cagr,1,,2030年までに売上高増加額109億円、売上高成長率30.0%,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_144,4次,株式会社シー・エス・ケイ,cases,s2_outline_144,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_144,4次,株式会社シー・エス・ケイ,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"4,743→5,810千円、+7.0%",
s2_outline_144,4次,株式会社シー・エス・ケイ,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,123→168人,
s2_outline_144,4次,株式会社シー・エス・ケイ,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"10,990→22,268千円、+26.5%",
s2_outline_145,4次,株式会社シャノワール,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"1,723→2,099千円、+6.8%",
s2_outline_145,4次,株式会社シャノワール,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,345→370人,
s2_outline_145,4次,株式会社シャノワール,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"2,872→5,843千円、+26.7%",
s2_outline_145,4次,株式会社シャノワール,metrics,officer_pay,officer_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"7,166→8,415千円、+5.5%",
s2_outline_146,4次,セーレンアドバンストマテリアルズ株式会社,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"5,660→6,992千円、+7.3%",
s2_outline_146,4次,セーレンアドバンストマテリアルズ株式会社,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,58→69人,
s2_outline_146,4次,セーレンアドバンストマテリアルズ株式会社,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"16,588→42,499千円、+36.8%",
s2_outline_147,4次,株式会社　進和,sales_series,s2_outline_147_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,10.3,,increase_rate / target_base_ratio / cagr,1,,2031年8月期までに売上高増加額335億円、成長率10.3%,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_147,4次,株式会社　進和,cases,s2_outline_147,,MULTIPLE_COST_VALUES_PRESENT,warning,open_context_check,,,,,,"project_cost:[3473.0, 5478.0]",総投資額・補助対象経費・内訳の概念差を確認
s2_outline_147,4次,株式会社　進和,cases,s2_outline_147,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_148,4次,丹羽鋳造株式会社,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"4,941→5,948千円、+6.4%",
s2_outline_148,4次,丹羽鋳造株式会社,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,177→183人,
s2_outline_148,4次,丹羽鋳造株式会社,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"9,492→16,350千円、+19.9%",
s2_outline_148,4次,丹羽鋳造株式会社,metrics,officer_pay,officer_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"19,726→23,642千円、+6.2%",
s2_outline_149,4次,株式会社サン海苔,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"3,229→3,845千円、+6.0%",
s2_outline_149,4次,株式会社サン海苔,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,72→72人,
s2_outline_149,4次,株式会社サン海苔,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"4,211→11,494千円、+39.8%",
s2_outline_15,3次,賀谷セロファン株式会社,sales_series,s2_outline_15_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,17.1,,increase_rate / target_base_ratio / cagr,1,,2030年度まで売上高成長率17.1%、増加額27.8億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_150,4次,株式会社玉子屋,sales_series,s2_outline_150_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,155,,increase_rate / target_base_ratio / cagr,1,,"2030年までに売上高増加額8,212百万円、成長率+155%",記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_151,3次,株式会社清水インダストリ－,cases,s2_outline_151,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s2_outline_151_sales_01,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s2_outline_152,4次,株式会社大熊製作所,sales_series,s2_outline_152_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,298.1,,increase_rate / target_base_ratio / cagr,1,,"2027年度→2030年度、売上高増加額8,094百万円、成長率298.1%",記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_152,4次,株式会社大熊製作所,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"4,979→5,973千円、+6.3%",
s2_outline_152,4次,株式会社大熊製作所,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,128→193人,
s2_outline_152,4次,株式会社大熊製作所,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"7,087→20,505千円、+42.5%",
s2_outline_152,4次,株式会社大熊製作所,metrics,officer_pay,officer_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"19,721→23,483千円、+6.0%",
s2_outline_153,4次,コモライフ株式会社,sales_series,s2_outline_153_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,302.2,,increase_rate / target_base_ratio / cagr,1,,"2030年対2023年、売上高増加額22,542百万円、成長率302.2%",記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_153,4次,コモライフ株式会社,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"6,413→7,969千円、+7.5%",
s2_outline_153,4次,コモライフ株式会社,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,63→115人,
s2_outline_153,4次,コモライフ株式会社,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"14,378→29,954千円、+27.7%",
s2_outline_154,4次,アルフレッド株式会社,cases,s2_outline_154,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, project",
s2_outline_154,4次,アルフレッド株式会社,cases,s2_outline_154,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_154,4次,アルフレッド株式会社,cases,s2_outline_154,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s2_outline_154_sales_01:applicant; s2_outline_154_sales_02:project,代表系列=s2_outline_154_sales_01
s2_outline_154,4次,アルフレッド株式会社,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,4,,"7,512→10,029千円、+10.1%",
s2_outline_154,4次,アルフレッド株式会社,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,4,,104→140人,
s2_outline_154,4次,アルフレッド株式会社,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,4,,"21,403→33,275千円、+15.8%",
s2_outline_154,4次,アルフレッド株式会社,metrics,officer_pay,officer_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,4,,"23,716→31,566千円、+10.0%",
s2_outline_155,4次,信和化工株式会社,sales_series,s2_outline_155_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,15,,increase_rate / target_base_ratio / cagr,1,,2030年までに売上高増加額908百万円、成長率15%,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_155,4次,信和化工株式会社,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"5,613→7,136千円、+8.3%",
s2_outline_155,4次,信和化工株式会社,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,40→49人,
s2_outline_155,4次,信和化工株式会社,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"12,516→24,779千円、+25.6%",
s2_outline_156,4次,上野ロジケム株式会社,cases,s2_outline_156,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s2_outline_156_sales_01:applicant; s2_outline_156_sales_02:applicant,代表系列=s2_outline_156_sales_01
s2_outline_156,4次,上野ロジケム株式会社,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"6,506→7,971千円、+7.0%",
s2_outline_156,4次,上野ロジケム株式会社,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,16→46人,
s2_outline_156,4次,上野ロジケム株式会社,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"29,819→46,030千円、+15.6%",
s2_outline_157,4次,株式会社ワイズマート,sales_series,s2_outline_157_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,13,,increase_rate / target_base_ratio / cagr,1,,2027年2月期比較。2030年2月期までに売上高成長率13%、売上高増加額259億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_158,4次,株式会社セントラルフード,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"3,481→4,205千円、+6.5%",
s2_outline_158,4次,株式会社セントラルフード,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,123→132人,
s2_outline_158,4次,株式会社セントラルフード,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"5,031→11,248千円、+30.8%",
s2_outline_158,4次,株式会社セントラルフード,sales_series,s2_outline_158_sales_01,sales,PERIOD_AMBIGUOUS,warning,unresolved,基準年度前年 -> 2030年度（事業化3年目）, -> 2030,,1,,"2030年度の会社全体売上10,842百万円、CAGR15%。CAGRは基準年度前年～事業化3年目で算出",
s2_outline_159,4次,株式会社　ファーストライン,sales_series,s2_outline_159_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,18,,increase_rate / target_base_ratio / cagr,1,,"基準年度～最終年度：売上高増加額1,060百万円、売上高成長率18.0%（年率平均）",記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_159,4次,株式会社　ファーストライン,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"3,878→4,685千円、+6.5%",
s2_outline_159,4次,株式会社　ファーストライン,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,70→75人,
s2_outline_159,4次,株式会社　ファーストライン,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"10,694→16,855千円、+16.4%",
s2_outline_159,4次,株式会社　ファーストライン,metrics,officer_pay,officer_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"11,109→12,970千円、+5.3%",
s2_outline_16,3次,株式会社ヤマキ,sales_series,s2_outline_16_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,75,,increase_rate / target_base_ratio / cagr,1,,2030年度まで売上高成長率75%、増加額37.5億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_160,4次,株式会社ダイドー,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"5,527→6,678千円、+6.5%",
s2_outline_160,4次,株式会社ダイドー,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,275→284人,
s2_outline_160,4次,株式会社ダイドー,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"7,920→13,621千円、+19.8%",
s2_outline_161,4次,株式会社デイリーエッグ,sales_series,s2_outline_161_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,7.4,,increase_rate / target_base_ratio / cagr,1,,2029年度に売上高290億円、売上増加額101億円、売上成長率7.4%。,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_163,4次,MHT株式会社,metrics,officer_pay,officer_pay,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,6%,,,2,,役員給与は率+6.0%のみ。,率はあるが、年平均・累積・到達率の明示と算術確認材料が不足
s2_outline_164,4次,株式会社東豊精工,sales_series,s2_outline_164_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,14.8,,increase_rate / target_base_ratio / cagr,1,,2030年までに売上高増加額21.4億円、売上高成長率14.8%。,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_164,4次,株式会社東豊精工,cases,s2_outline_164,,COST_TEXT_NUMERIC_ROUNDING_DIFFERENCE,warning,resolved_with_tolerance,,2331.0,project_cost=2331.0; subsidy=550.0; project_cost=2296.0,2,,"事業費2,331百万円（補助額550百万円）。表の明細合計2,296百万円。",差は代表値の1%または50百万円以内。丸め・精度差として保持
s2_outline_164,4次,株式会社東豊精工,cases,s2_outline_164,,MULTIPLE_COST_VALUES_PRESENT,warning,open_context_check,,,,,,"project_cost:[2296.0, 2331.0]",総投資額・補助対象経費・内訳の概念差を確認
s2_outline_165,4次,株式会社南鐵建,sales_series,s2_outline_165_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,106,,increase_rate / target_base_ratio / cagr,1,,2024年9月期から2031年9月期、売上高増加額206.51億円、売上高成長率106%。,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_165,4次,株式会社南鐵建,cases,s2_outline_165,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_167,4次,株式会社カネヒロ,cases,s2_outline_167,,MULTIPLE_COST_VALUES_PRESENT,warning,open_context_check,,,,,,"project_cost:[1243.0, 1684.0]",総投資額・補助対象経費・内訳の概念差を確認
s2_outline_168,4次,明和工業株式会社,cases,s2_outline_168,,CONSORTIUM_APPLICATION,info,resolved,,1,,,,株式会社ヨシカワ機械,
