case_id,round,company,component_id,component_index,component_label,component_type,classification_confidence,entity_name,entity_relation,amount_value_raw,amount_unit_raw,project_cost_million_yen_normalized,subsidy_million_yen_normalized,included_in_representative_total,source_page,raw_evidence,source_json,pdf_url
s1_outline_51,1次,株式会社西部技研,s1_outline_51_investment_6,6,端面処理関連改造移設,unspecified,low,,,5,百万円,5.0,,false,2,,"{""label"":""端面処理関連改造移設"",""amount_million_yen"":5}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_51.pdf
s1_outline_51,1次,株式会社西部技研,s1_outline_51_investment_7,7,作業環境設備一式,cost_category,medium,,,388,百万円,388.0,,false,2,,"{""label"":""作業環境設備一式"",""amount_million_yen"":388}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_51.pdf
s1_outline_51,1次,株式会社西部技研,s1_outline_51_investment_8,8,IOT関連,unspecified,low,,,80,百万円,80.0,,false,2,,"{""label"":""IOT関連"",""amount_million_yen"":80}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_51.pdf
s1_outline_52,1次,株式会社平島,s1_outline_52_investment_1,1,御船工場新設・福岡工場増設,project_or_location,medium,,,4465,百万円,4465.0,,false,2,,"{""label"":""御船工場新設・福岡工場増設"",""amount_million_yen"":4465,""eligible_million_yen"":3616}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_52.pdf
s1_outline_52,1次,株式会社平島,s1_outline_52_investment_2,2,研究所の新設,project_or_location,medium,,,121,百万円,121.0,,false,2,,"{""label"":""研究所の新設"",""amount_million_yen"":121,""eligible_million_yen"":92}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_52.pdf
s1_outline_52,1次,株式会社平島,s1_outline_52_investment_3,3,システムの構築,cost_category,medium,,,144,百万円,144.0,,false,2,,"{""label"":""システムの構築"",""amount_million_yen"":144,""eligible_million_yen"":131}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_52.pdf
s1_outline_61,1次,三恵工業株式会社,s1_outline_61_investment_1,1,竜王工場新設・生産設備,cost_category,medium,,,,,,,false,2,,"{""label"":""竜王工場新設・生産設備""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_61.pdf
s1_outline_62,1次,サーパス工業株式会社,s1_outline_62_investment_1,1,新拠点PJブルーム（本社・開発・生産機能統合）,project_or_location,medium,,,,,,,false,2,,"{""label"":""新拠点PJブルーム（本社・開発・生産機能統合）""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_62.pdf
s1_outline_63,1次,株式会社オティックスホールディングス,s1_outline_63_investment_1,1,西浅井第2工場・生産ライン・研究開発設備,cost_category,medium,,,,,,,false,2,,"{""label"":""西浅井第2工場・生産ライン・研究開発設備""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_63.pdf
s1_outline_65,1次,株式会社松風,s1_outline_65_investment_1,1,化工品新工場第1期,project_or_location,medium,,,,,,,false,2,,"{""label"":""化工品新工場第1期""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_65.pdf
s1_outline_66,1次,株式会社アルプスツール,s1_outline_66_investment_1,1,南条工場・ツーリング高度化設備,cost_category,medium,,,,,,,false,2,,"{""label"":""南条工場・ツーリング高度化設備""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_66.pdf
s1_outline_67,1次,アドバンス電気工業株式会社,s1_outline_67_investment_1,1,本社第二工場2期棟・モーター生産能力倍増,cost_category,medium,,,,,,,false,2,,"{""label"":""本社第二工場2期棟・モーター生産能力倍増""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_67.pdf
s1_outline_68,1次,株式会社ミマキエンジニアリング,s1_outline_68_investment_1,1,加沢工場F棟・試作機試験機設備,cost_category,medium,,,,,,,false,2,,"{""label"":""加沢工場F棟・試作機試験機設備""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_68.pdf
s1_outline_69,1次,NAX JAPAN株式会社,s1_outline_69_investment_1,1,冷凍冷蔵庫造作,unspecified,low,,,1600000000,円,1600.0,,false,2,,"{""label"":""冷凍冷蔵庫造作"",""amount_yen"":1600000000}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_69.pdf
s1_outline_69,1次,NAX JAPAN株式会社,s1_outline_69_investment_2,2,移動ラック,unspecified,low,,,100000000,円,100.0,,false,2,,"{""label"":""移動ラック"",""amount_yen"":100000000}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_69.pdf
s1_outline_69,1次,NAX JAPAN株式会社,s1_outline_69_investment_3,3,WMS等,unspecified,low,,,300000000,円,300.0,,false,2,,"{""label"":""WMS等"",""amount_yen"":300000000}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_69.pdf
s1_outline_69,1次,NAX JAPAN株式会社,s1_outline_69_investment_4,4,商社機能受発注システム連携,cost_category,medium,,,100000000,円,100.0,,false,2,,"{""label"":""商社機能受発注システム連携"",""amount_yen"":100000000}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_69.pdf
s1_outline_7,1次,株式会社ＭＡＲＵＷＡ,s1_outline_7_investment_1,1,福島県・岐阜県の建物設備等9明細,cost_category,medium,,,10549,百万円,10549.0,,false,2,,"{""label"":""福島県・岐阜県の建物設備等9明細"",""amount_million_yen"":10549}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_7.pdf
s1_outline_70,1次,協和工業株式会社,s1_outline_70_investment_1,1,新工場・溶接設備・800トンプレス・自動搬送,cost_category,medium,,,,,,,false,2,,"{""label"":""新工場・溶接設備・800トンプレス・自動搬送""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_70.pdf
s1_outline_71,1次,株式会社北四国グラビア印刷,s1_outline_71_investment_1,1,新工場・スリット機・自動梱包・自動倉庫等,project_or_location,medium,,,,,,,false,2,,"{""label"":""新工場・スリット機・自動梱包・自動倉庫等""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_71.pdf
s1_outline_72,1次,ヤマセ電気株式会社,s1_outline_72_investment_1,1,新工場・成形/金型設備・DX,cost_category,medium,,,,,,,false,2,,"{""label"":""新工場・成形/金型設備・DX""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_72.pdf
s1_outline_73,1次,株式会社大昌鉄工所,s1_outline_73_investment_1,1,幅広対応第15工場・クレーン・マシニング・研削盤,project_or_location,medium,,,,,,,false,2,,"{""label"":""幅広対応第15工場・クレーン・マシニング・研削盤""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_73.pdf
s1_outline_74,1次,株式会社ユニシス,s1_outline_74_investment_1,1,糸島市新工場・大型自動組立装置,cost_category,medium,,,,,,,false,2,,"{""label"":""糸島市新工場・大型自動組立装置""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_74.pdf
s1_outline_75,1次,株式会社伝食,s1_outline_75_investment_1,1,水産加工場増設・物流スマートファクトリー,project_or_location,medium,,,,,,,false,2,,"{""label"":""水産加工場増設・物流スマートファクトリー""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_75.pdf
s1_outline_76,1次,安田工業株式会社,s1_outline_76_investment_1,1,専用研究棟YASDAエクセレンスラボ,cost_category,medium,,,,,,,false,4,,"{""label"":""専用研究棟YASDAエクセレンスラボ""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_76.pdf
s1_outline_77,1次,千寿製薬株式会社,s1_outline_77_investment_1,1,建物費,cost_category,medium,,,43.2,億円,4320.0,,true,2,,"{""label"":""建物費"",""amount_oku"":43.2}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_77.pdf
s1_outline_77,1次,千寿製薬株式会社,s1_outline_77_investment_2,2,機械装置費,cost_category,medium,,,54,億円,5400.0,,true,2,,"{""label"":""機械装置費"",""amount_oku"":54}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_77.pdf
s1_outline_77,1次,千寿製薬株式会社,s1_outline_77_investment_3,3,ソフトウェア費,cost_category,medium,,,5.9,億円,590.0,,true,2,,"{""label"":""ソフトウェア費"",""amount_oku"":5.9}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_77.pdf
s1_outline_78,1次,環境のミカタ株式会社,s1_outline_78_investment_1,1,建物,cost_category,medium,,,10,億円,1000.0,,false,2,,"{""label"":""建物"",""amount_oku"":10}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_78.pdf
s1_outline_78,1次,環境のミカタ株式会社,s1_outline_78_investment_2,2,機械,cost_category,medium,,,17,億円,1700.0,,false,2,,"{""label"":""機械"",""amount_oku"":17}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_78.pdf
s1_outline_79,1次,スーパー工業株式会社,s1_outline_79_investment_1,1,新工場,project_or_location,medium,,,17.33,億円,1732.9999999999998,,false,2,,"{""label"":""新工場"",""amount_oku"":17.33}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_79.pdf
s1_outline_79,1次,スーパー工業株式会社,s1_outline_79_investment_2,2,組立設備,cost_category,medium,,,0.61,億円,61.0,,false,2,,"{""label"":""組立設備"",""amount_oku"":0.61}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_79.pdf
s1_outline_79,1次,スーパー工業株式会社,s1_outline_79_investment_3,3,試験室設備,cost_category,medium,,,0.3,億円,30.0,,false,2,,"{""label"":""試験室設備"",""amount_oku"":0.3}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_79.pdf
s1_outline_79,1次,スーパー工業株式会社,s1_outline_79_investment_4,4,倉庫設備,cost_category,medium,,,0.65,億円,65.0,,false,2,,"{""label"":""倉庫設備"",""amount_oku"":0.65}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_79.pdf
s1_outline_8,1次,サムテック株式会社,s1_outline_8_investment_1,1,建物費・機械装置費（新工場、ブレーキ部品・ハブ旋削設備）,cost_category,medium,,,,,,,false,2,,"{""label"":""建物費・機械装置費（新工場、ブレーキ部品・ハブ旋削設備）""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_8.pdf
s1_outline_80,1次,寧薬化学工業株式会社,s1_outline_80_investment_1,1,新工場・高性能製造設備・既存工場改修,cost_category,medium,,,,,,,false,2,,"{""label"":""新工場・高性能製造設備・既存工場改修""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_80.pdf
s1_outline_87,1次,トーカロ株式会社,s1_outline_87_investment_1,1,鈴身事業所新工場,project_or_location,medium,,,5600,百万円,5600.0,,false,2,,"{""label"":""鈴身事業所新工場"",""amount_million_yen"":5600}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_87.pdf
s1_outline_87,1次,トーカロ株式会社,s1_outline_87_investment_2,2,北九州工場新工場,project_or_location,medium,,,3100,百万円,3100.0,,false,2,,"{""label"":""北九州工場新工場"",""amount_million_yen"":3100}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_87.pdf
s1_outline_88,1次,株式会社創味食品,s1_outline_88_investment_1,1,工場建屋等の新設,cost_category,medium,,,8200,百万円,8200.0,,false,2,,"{""label"":""工場建屋等の新設"",""amount_million_yen"":8200}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_88.pdf
s1_outline_88,1次,株式会社創味食品,s1_outline_88_investment_2,2,生産設備等の導入,cost_category,medium,,,4000,百万円,4000.0,,false,2,,"{""label"":""生産設備等の導入"",""amount_million_yen"":4000}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_88.pdf
s1_outline_9,1次,株式会社Pale Blue,s1_outline_9_investment_1,1,つくば生産技術開発拠点・設備・システム,cost_category,medium,,,,,,,false,2,,"{""label"":""つくば生産技術開発拠点・設備・システム""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_9.pdf
s1_outline_95,1次,ナミックス株式会社,s1_outline_95_investment_1,1,工場上屋・設備導入計画,cost_category,medium,,,25000,百万円,25000.0,,false,2,,"{""label"":""工場上屋・設備導入計画"",""amount_million_yen"":25000}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_95.pdf
s1_outline_95,1次,ナミックス株式会社,s1_outline_95_investment_2,2,建設費総額,total,high,,,20000,百万円,20000.0,,false,2,,"{""label"":""建設費総額"",""amount_million_yen"":20000}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_95.pdf
s1_outline_99,1次,株式会社オーレック,s1_outline_99_investment_1,1,設備投資総額（本文）,total,high,,,4810,百万円,4810.0,,false,2,,"{""label"":""設備投資総額（本文）"",""amount_million_yen"":4810}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_99.pdf
s1_outline__181,2次,株式会社ホテルニューアワジ,s1_outline__181_investment_1,1,株式会社ホテルニューアワジ,entity_or_participant,high,株式会社ホテルニューアワジ,participant,4100,百万円,4100.0,1300.0,true,6,,"{""label"":""株式会社ホテルニューアワジ"",""cost_million_yen"":4100,""subsidy_million_yen"":1300}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__181.pdf
s1_outline__181,2次,株式会社ホテルニューアワジ,s1_outline__181_investment_2,2,株式会社あわじ浜離宮,entity_or_participant,high,株式会社あわじ浜離宮,participant,4100,百万円,4100.0,1300.0,true,6,,"{""label"":""株式会社あわじ浜離宮"",""cost_million_yen"":4100,""subsidy_million_yen"":1300}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__181.pdf
s1_outline__183,2次,スズキハイテック株式会社,s1_outline__183_investment_1,1,建屋増築・改修,cost_category,medium,,,1053,百万円,1053.0,,true,2,,"{""label"":""建屋増築・改修"",""cost_million_yen"":1053}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__183.pdf
s1_outline__183,2次,スズキハイテック株式会社,s1_outline__183_investment_2,2,機械装置費,cost_category,medium,,,2191,百万円,2191.0,,true,2,,"{""label"":""機械装置費"",""cost_million_yen"":2191}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__183.pdf
s1_outline__183,2次,スズキハイテック株式会社,s1_outline__183_investment_3,3,ソフトウェア・外注費他,cost_category,medium,,,86,百万円,86.0,,true,2,,"{""label"":""ソフトウェア・外注費他"",""cost_million_yen"":86}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__183.pdf
s1_outline__192,2次,池田糖化工業株式会社,s1_outline__192_investment_1,1,建物費（事業経費）,cost_category,medium,,,10267,百万円,10267.0,,true,2,,"{""label"":""建物費（事業経費）"",""cost_million_yen"":10267}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__192.pdf
s1_outline__192,2次,池田糖化工業株式会社,s1_outline__192_investment_2,2,機械装置費（事業経費）,cost_category,medium,,,5924.253,百万円,5924.253,,true,2,,"{""label"":""機械装置費（事業経費）"",""cost_million_yen"":5924.253}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__192.pdf
s1_outline__192,2次,池田糖化工業株式会社,s1_outline__192_investment_3,3,補助対象経費合計,total,high,,,15000,百万円,15000.0,,false,2,,"{""label"":""補助対象経費合計"",""cost_million_yen"":15000}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__192.pdf
s1_outline__197,2次,株式会社福山臨床検査センター,s1_outline__197_investment_1,1,新検査棟,cost_category,medium,,,1500,百万円,1500.0,,false,2,,"{""label"":""新検査棟"",""million_yen"":1500}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__197.pdf
s1_outline__197,2次,株式会社福山臨床検査センター,s1_outline__197_investment_2,2,検査装置等,cost_category,medium,,,950,百万円,950.0,,false,2,,"{""label"":""検査装置等"",""million_yen"":950}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__197.pdf
s1_outline__199,2次,株式会社ティー・シー・ピー,s1_outline__199_investment_1,1,補助対象設備投資,cost_category,medium,,,2175.62,百万円,2175.62,,false,3,,"{""label"":""補助対象設備投資"",""million_yen"":2175.62}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__199.pdf
s1_outline__199,2次,株式会社ティー・シー・ピー,s1_outline__199_investment_2,2,土地,cost_category,medium,,,570.06,百万円,570.06,,false,3,,"{""label"":""土地"",""million_yen"":570.06}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__199.pdf
s1_outline__204,2次,メック株式会社,s1_outline__204_investment_1,1,既存工場,project_or_location,medium,,,170,百万円,170.0,,false,2,,"{""label"":""既存工場"",""million_yen"":170}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__204.pdf
s1_outline__204,2次,メック株式会社,s1_outline__204_investment_2,2,北九州新工場,project_or_location,medium,,,3880,百万円,3880.0,,false,2,,"{""label"":""北九州新工場"",""million_yen"":3880}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__204.pdf
s1_outline__205,2次,ヤマシンスチール株式会社,s1_outline__205_investment_1,1,補助対象,unspecified,low,,,2700,百万円,2700.0,,true,2,,"{""label"":""補助対象"",""million_yen"":2700}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__205.pdf
s1_outline__205,2次,ヤマシンスチール株式会社,s1_outline__205_investment_2,2,対象外,unspecified,low,,,270,百万円,270.0,,true,2,,"{""label"":""対象外"",""million_yen"":270}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__205.pdf
s1_outline__208,2次,日本電波工業株式会社,s1_outline__208_investment_1,1,スマートファクトリー,unspecified,low,,,8380,百万円,8380.0,,true,2,,"{""label"":""スマートファクトリー"",""million_yen"":8380}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__208.pdf
s1_outline__208,2次,日本電波工業株式会社,s1_outline__208_investment_2,2,顧客PF,unspecified,low,,,700,百万円,700.0,,true,2,,"{""label"":""顧客PF"",""million_yen"":700}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__208.pdf
s1_outline__208,2次,日本電波工業株式会社,s1_outline__208_investment_3,3,データインフラ,cost_category,medium,,,1316,百万円,1316.0,,true,2,,"{""label"":""データインフラ"",""million_yen"":1316}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__208.pdf
s2_outline_103,3次,ベストアメニティ株式会社,s2_outline_103_investment_1,1,第2工場ライン増設改修,cost_category,medium,,,160+882,百万円,1042.0,,false,2,,"{""label"":""第2工場ライン増設改修"",""building_million_yen"":160,""machinery_million_yen"":882}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_103.pdf
s2_outline_103,3次,ベストアメニティ株式会社,s2_outline_103_investment_2,2,第3工場新築,project_or_location,medium,,,1000+882,百万円,1882.0,,false,2,,"{""label"":""第3工場新築"",""building_million_yen"":1000,""machinery_million_yen"":882}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_103.pdf
s2_outline_103,3次,ベストアメニティ株式会社,s2_outline_103_investment_3,3,第4工場新築,project_or_location,medium,,,800+400,百万円,1200.0,,false,2,,"{""label"":""第4工場新築"",""building_million_yen"":800,""machinery_million_yen"":400}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_103.pdf
s2_outline_103,3次,ベストアメニティ株式会社,s2_outline_103_investment_4,4,物流センター新築,project_or_location,medium,,,827+0,百万円,827.0,,false,2,,"{""label"":""物流センター新築"",""building_million_yen"":827,""machinery_million_yen"":0}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_103.pdf
s2_outline_104,3次,アイサービス株式会社,s2_outline_104_investment_1,1,建物,cost_category,medium,,,4407,百万円,4407.0,,false,3,,"{""label"":""建物"",""amount_million_yen"":4407}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_104.pdf
s2_outline_104,3次,アイサービス株式会社,s2_outline_104_investment_2,2,自動倉庫,unspecified,low,,,300,百万円,300.0,,false,3,,"{""label"":""自動倉庫"",""amount_million_yen"":300}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_104.pdf
s2_outline_104,3次,アイサービス株式会社,s2_outline_104_investment_3,3,ピッキング設備,cost_category,medium,,,120,百万円,120.0,,false,3,,"{""label"":""ピッキング設備"",""amount_million_yen"":120}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_104.pdf
s2_outline_105,3次,株式会社シード,s2_outline_105_investment_1,1,コンタクトレンズ工場建設,project_or_location,medium,,,15940,百万円,15940.0,,false,2,,"{""label"":""コンタクトレンズ工場建設"",""amount_million_yen"":15940,""scope"":""補助対象外を含む記載""}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_105.pdf
s2_outline_105,3次,株式会社シード,s2_outline_105_investment_2,2,製造設備,cost_category,medium,,,13000,百万円,13000.0,,false,2,,"{""label"":""製造設備"",""amount_million_yen"":13000,""scope"":""補助対象""}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_105.pdf
s2_outline_108,3次,株式会社丸杉,s2_outline_108_investment_1,1,ハードウェア,unspecified,low,,,1710,百万円,1710.0,,false,2,,"{""label"":""ハードウェア"",""amount_million_yen"":1710}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_108.pdf
s2_outline_108,3次,株式会社丸杉,s2_outline_108_investment_2,2,ソフトウェア,cost_category,medium,,,160,百万円,160.0,,false,2,,"{""label"":""ソフトウェア"",""amount_million_yen"":160}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_108.pdf
s2_outline_110,3次,学校法人花沢学園,s2_outline_110_investment_1,1,6階建て校舎,unspecified,low,,,2500,百万円,2500.0,,false,2,,"{""label"":""6階建て校舎"",""amount_million_yen"":2500,""parenthetical_subsidy_million_yen"":833}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_110.pdf
s2_outline_110,3次,学校法人花沢学園,s2_outline_110_investment_2,2,メタバースキャンパス,unspecified,low,,,150,百万円,150.0,,false,2,,"{""label"":""メタバースキャンパス"",""amount_million_yen"":150,""parenthetical_subsidy_million_yen"":50}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_110.pdf
s2_outline_110,3次,学校法人花沢学園,s2_outline_110_investment_3,3,AIカウンセラー,unspecified,low,,,100,百万円,100.0,,false,2,,"{""label"":""AIカウンセラー"",""amount_million_yen"":100,""parenthetical_subsidy_million_yen"":33}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_110.pdf
s2_outline_110,3次,学校法人花沢学園,s2_outline_110_investment_4,4,地域コミュニティプラットフォーム,unspecified,low,,,50,百万円,50.0,,false,2,,"{""label"":""地域コミュニティプラットフォーム"",""amount_million_yen"":50,""parenthetical_subsidy_million_yen"":17}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_110.pdf
s2_outline_116,4次,奥伊吹観光株式会社,s2_outline_116_investment_1,1,ホテル建設,project_or_location,medium,,,2000,百万円,2000.0,,false,2,,"{""label"":""ホテル建設"",""amount_million_yen"":2000}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_116.pdf
s2_outline_116,4次,奥伊吹観光株式会社,s2_outline_116_investment_2,2,自動チェックインシステム,cost_category,medium,,,10,百万円,10.0,,false,2,,"{""label"":""自動チェックインシステム"",""amount_million_yen"":10}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_116.pdf
s2_outline_117,4次,瀬戸内海印刷株式会社,s2_outline_117_investment_1,1,建物,cost_category,medium,,,2118,百万円,2118.0,,false,2,,"{""label"":""建物"",""amount_million_yen"":2118}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_117.pdf
s2_outline_117,4次,瀬戸内海印刷株式会社,s2_outline_117_investment_2,2,機械装置,cost_category,medium,,,2253,百万円,2253.0,,false,2,,"{""label"":""機械装置"",""amount_million_yen"":2253}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_117.pdf
s2_outline_118,4次,株式会社光洋,s2_outline_118_investment_1,1,新工場,project_or_location,medium,,,1880,百万円,1880.0,,false,2,,"{""label"":""新工場"",""amount_million_yen"":1880}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_118.pdf
s2_outline_118,4次,株式会社光洋,s2_outline_118_investment_2,2,効率化設備,cost_category,medium,,,3000,百万円,3000.0,,false,2,,"{""label"":""効率化設備"",""amount_million_yen"":3000}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_118.pdf
s2_outline_119,4次,株式会社群馬コイケ,s2_outline_119_investment_1,1,新規プラント建設（土気工場）,project_or_location,medium,,,1080,百万円,1080.0,,false,2,,"{""label"":""新規プラント建設（土気工場）"",""amount_million_yen"":1080}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_119.pdf
s2_outline_119,4次,株式会社群馬コイケ,s2_outline_119_investment_2,2,自動旋盤等一式,unspecified,low,,,530,百万円,530.0,,false,2,,"{""label"":""自動旋盤等一式"",""amount_million_yen"":530}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_119.pdf
s2_outline_12,3次,株式会社フルサワ,s2_outline_12_investment_1,1,1350tクローラクレーン,unspecified,low,,,2768,百万円,2768.0,,false,2,,"{""label"":""1350tクローラクレーン"",""amount_million_yen"":2768}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_12.pdf
s2_outline_12,3次,株式会社フルサワ,s2_outline_12_investment_2,2,200tクローラクレーン,unspecified,low,,,490,百万円,490.0,,false,2,,"{""label"":""200tクローラクレーン"",""amount_million_yen"":490}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_12.pdf
s2_outline_12,3次,株式会社フルサワ,s2_outline_12_investment_3,3,バックホー,unspecified,low,,,642,百万円,642.0,,false,2,,"{""label"":""バックホー"",""amount_million_yen"":642}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_12.pdf
s2_outline_12,3次,株式会社フルサワ,s2_outline_12_investment_4,4,2000tプレシャー,unspecified,low,,,360,百万円,360.0,,false,2,,"{""label"":""2000tプレシャー"",""amount_million_yen"":360}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_12.pdf
s2_outline_12,3次,株式会社フルサワ,s2_outline_12_investment_5,5,ナゲット設備,cost_category,medium,,,60,百万円,60.0,,false,2,,"{""label"":""ナゲット設備"",""amount_million_yen"":60}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_12.pdf
s2_outline_121,4次,株式会社ヤマキ食品,s2_outline_121_investment_1,1,設計費・監理費,cost_category,medium,,,2800,百万円,2800.0,,false,2,,"{""label"":""設計費・監理費"",""amount_million_yen"":2800}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_121.pdf
s2_outline_121,4次,株式会社ヤマキ食品,s2_outline_121_investment_2,2,設置工事,cost_category,medium,,,153.97,百万円,153.97,,false,2,,"{""label"":""設置工事"",""amount_million_yen"":153.97}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_121.pdf
s2_outline_125,4次,株式会社タンケンシールセーコウ,s2_outline_125_investment_1,1,伊那新工場,project_or_location,medium,,,3644,百万円,3644.0,,false,2,,"{""label"":""伊那新工場"",""amount_million_yen"":3644}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_125.pdf
s2_outline_125,4次,株式会社タンケンシールセーコウ,s2_outline_125_investment_2,2,カーボン材生産設備,cost_category,medium,,,628,百万円,628.0,,false,2,,"{""label"":""カーボン材生産設備"",""amount_million_yen"":628}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_125.pdf
s2_outline_128,3次,株式会社タカラ倉庫運輸サービス,s2_outline_128_investment_1,1,倉庫建設,unspecified,low,,,4600,百万円,4600.0,,false,2,,"{""label"":""倉庫建設"",""amount_million_yen"":4600}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_128.pdf
