case_id,round,company,entity_id,entity_name,entity_relation,is_applicant,is_consortium_member,appears_in_sales_metric,appears_in_labor_metric,appears_in_cost,source_type,source_page,raw_evidence,pdf_url
s1_outline__184,2次,泉南乳業株式会社,s1_outline__184_entity_1,泉南乳業株式会社,applicant,true,false,true,true,true,cases.company,,泉南乳業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__184.pdf
s1_outline__184,2次,泉南乳業株式会社,s1_outline__184_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,頁上部:2030年度に売上高200億円。売上成長目標:2030年までに売上高成長率185%、売上高増加額96億円、2023年度比較（2024年3月期売上高113億円）。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__184.pdf
s1_outline__188,2次,山城金属株式会社,s1_outline__188_entity_1,山城金属株式会社,applicant,true,false,true,true,true,cases.company,,山城金属株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__188.pdf
s1_outline__188,2次,山城金属株式会社,s1_outline__188_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2029年までに会社全体の売上高成長率 基準年度（2026年9月期）比170%、売上高増加額 基準年度から+38億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__188.pdf
s1_outline__189,2次,長﨑ジャッキ株式会社,s1_outline__189_entity_1,長﨑ジャッキ株式会社,applicant,true,false,true,true,true,cases.company,,長﨑ジャッキ株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__189.pdf
s1_outline__189,2次,長﨑ジャッキ株式会社,s1_outline__189_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2030年までに会社全体の売上高16.8億円（+134.1%）増、売上29.2億円。基準12.4億円は29.2-16.8の導出値。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__189.pdf
s1_outline__190,2次,株式会社GOTENリゾート,s1_outline__190_entity_1,株式会社GOTENリゾート,applicant,true,false,true,true,true,cases.company,,株式会社GOTENリゾート,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__190.pdf
s1_outline__190,2次,株式会社GOTENリゾート,s1_outline__190_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2029年10月期までに会社全体の売上高24.7億円、売上高成長率243%、売上高増加額17.5億円。2022年事務局指示売上高7.2億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__190.pdf
s1_outline__190,2次,株式会社GOTENリゾート,s1_outline__190_entity_3,旅館（既存）大良温泉蟹御殿,existing_business,false,false,true,false,false,sales_series,1,旅館（既存）大良温泉蟹御殿（16室）売上高6.1億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__190.pdf
s1_outline__190,2次,株式会社GOTENリゾート,s1_outline__190_entity_4,旅館（既存）奥武雄温泉風の森,existing_business,false,false,true,false,false,sales_series,1,旅館（既存）奥武雄温泉風の森（11室）売上高3.6億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__190.pdf
s1_outline__190,2次,株式会社GOTENリゾート,s1_outline__190_entity_5,旅館（新館）奥嬉野温泉無名滝,project,false,false,true,false,false,sales_series,1,旅館（新館）奥嬉野温泉無名滝（22室）売上高11.5億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__190.pdf
s1_outline__190,2次,株式会社GOTENリゾート,s1_outline__190_entity_6,観光特産品事業,project,false,false,true,false,false,sales_series,1,観光特産品事業 売上高3.0億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__190.pdf
s1_outline__191,2次,株式会社カナイ,s1_outline__191_entity_1,株式会社カナイ,applicant,true,false,true,true,true,cases.company,,株式会社カナイ,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__191.pdf
s1_outline__191,2次,株式会社カナイ,s1_outline__191_entity_2,当社単体,applicant,true,false,true,false,false,sales_series,1,売上成長目標（2023年比）:2029年まで当社単体の売上高成長率33%、売上高増加額100億円。2023年度300億円→2029年度400億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__191.pdf
s1_outline__192,2次,池田糖化工業株式会社,s1_outline__192_entity_1,池田糖化工業株式会社,applicant,true,false,true,true,true,cases.company,,池田糖化工業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__192.pdf
s1_outline__192,2次,池田糖化工業株式会社,s1_outline__192_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2023年度対比。2029年までの会社全体の売上高成長率84%、売上高増加額471億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__192.pdf
s1_outline__194,2次,ZACROS株式会社,s1_outline__194_entity_1,ZACROS株式会社,applicant,true,false,true,true,true,cases.company,,ZACROS株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__194.pdf
s1_outline__194,2次,ZACROS株式会社,s1_outline__194_entity_2,会社全体・2030目標,applicant,true,false,true,false,false,sales_series,1,"数値目標表:売上高 2023年度実績1,361億円、2026年度計画1,650億円、2030年度目標2,200億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__194.pdf
s1_outline__194,2次,ZACROS株式会社,s1_outline__194_entity_3,会社全体・2026中間計画,applicant,true,false,true,false,false,sales_series,1,"数値目標表の中間計画:2026年度売上高1,650億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__194.pdf
s1_outline__195,2次,アシザワ・ファインテック株式会社,s1_outline__195_entity_1,アシザワ・ファインテック株式会社,applicant,true,false,true,true,true,cases.company,,アシザワ・ファインテック株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__195.pdf
s1_outline__195,2次,アシザワ・ファインテック株式会社,s1_outline__195_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2029年度までに会社全体売上高60億円、売上高増加額31.6億円（23年度比）、売上高成長率111.5%（23年度比）。図は2023年度28.4億円→2029年度60.0億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__195.pdf
s1_outline__196,2次,株式会社八立製作所,s1_outline__196_entity_1,株式会社八立製作所,applicant,true,false,true,true,true,cases.company,,株式会社八立製作所,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__196.pdf
s1_outline__196,2次,株式会社八立製作所,s1_outline__196_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2030年6月期の会社全体の売上高年平均成長率7.0%、売上高増加額7.7億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__196.pdf
s1_outline__197,2次,株式会社福山臨床検査センター,s1_outline__197_entity_1,株式会社福山臨床検査センター,applicant,true,false,true,true,true,cases.company,,株式会社福山臨床検査センター,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__197.pdf
s1_outline__197,2次,株式会社福山臨床検査センター,s1_outline__197_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2029年度、2025年度比57.7%（年平均12.1%）、+58億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__197.pdf
s1_outline__198,2次,ユニコム株式会社,s1_outline__198_entity_1,ユニコム株式会社,applicant,true,false,true,true,true,cases.company,,ユニコム株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__198.pdf
s1_outline__198,2次,ユニコム株式会社,s1_outline__198_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2029年度成長率103.7%、+27.3億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__198.pdf
s1_outline__199,2次,株式会社ティー・シー・ピー,s1_outline__199_entity_1,株式会社ティー・シー・ピー,applicant,true,false,true,true,true,cases.company,,株式会社ティー・シー・ピー,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__199.pdf
s1_outline__199,2次,株式会社ティー・シー・ピー,s1_outline__199_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2029年成長率100%成長、+41億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__199.pdf
s1_outline__200,2次,株式会社イズミテクノ,s1_outline__200_entity_1,株式会社イズミテクノ,applicant,true,false,true,true,true,cases.company,,株式会社イズミテクノ,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__200.pdf
s1_outline__200,2次,株式会社イズミテクノ,s1_outline__200_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,最高売上2022年度比、2030年成長率200%、+25億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__200.pdf
s1_outline__201,2次,株式会社イートアンドフーズ,s1_outline__201_entity_1,株式会社イートアンドフーズ,applicant,true,false,false,true,true,cases.company,,株式会社イートアンドフーズ,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__201.pdf
s1_outline__201,2次,株式会社イートアンドフーズ,s1_outline__201_entity_2,連結,group,false,false,true,false,false,sales_series,1,2026年度連結成長率66.0%、+170億円。単体はP.8参照だが未収録。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__201.pdf
s1_outline__202,2次,アライドコーヒーロースターズ株式会社,s1_outline__202_entity_1,アライドコーヒーロースターズ株式会社,applicant,true,false,true,true,true,cases.company,,アライドコーヒーロースターズ株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__202.pdf
s1_outline__202,2次,アライドコーヒーロースターズ株式会社,s1_outline__202_entity_2,中期,applicant,true,false,true,false,false,sales_series,1,120→275億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__202.pdf
s1_outline__202,2次,アライドコーヒーロースターズ株式会社,s1_outline__202_entity_3,長期,applicant,true,false,true,false,false,sales_series,1,"1,400億円、12倍、+1,280億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__202.pdf
s1_outline__203,2次,株式会社東映京都スタジオ,s1_outline__203_entity_1,株式会社東映京都スタジオ,applicant,true,false,true,true,true,cases.company,,株式会社東映京都スタジオ,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__203.pdf
s1_outline__203,2次,株式会社東映京都スタジオ,s1_outline__203_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2033年度、対2023年度成長率470%、+67億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__203.pdf
s1_outline__204,2次,メック株式会社,s1_outline__204_entity_1,メック株式会社,applicant,true,false,true,true,true,cases.company,,メック株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__204.pdf
s1_outline__204,2次,メック株式会社,s1_outline__204_entity_2,単体,applicant,true,false,true,false,false,sales_series,1,2025年116億円、2030年約1.7倍相当,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__204.pdf
s1_outline__205,2次,ヤマシンスチール株式会社,s1_outline__205_entity_1,ヤマシンスチール株式会社,applicant,true,false,true,true,true,cases.company,,ヤマシンスチール株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__205.pdf
s1_outline__205,2次,ヤマシンスチール株式会社,s1_outline__205_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,"2025年基準の3年後、+71%、+9,630百万円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__205.pdf
s1_outline__206,2次,上山製紙株式会社,s1_outline__206_entity_1,上山製紙株式会社,applicant,true,false,true,true,true,cases.company,,上山製紙株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__206.pdf
s1_outline__206,2次,上山製紙株式会社,s1_outline__206_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2030年成長率88%、+20億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__206.pdf
s1_outline__207,2次,株式会社ジェイ・イー・ティ,s1_outline__207_entity_1,株式会社ジェイ・イー・ティ,applicant,true,false,true,true,true,cases.company,,株式会社ジェイ・イー・ティ,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__207.pdf
s1_outline__207,2次,株式会社ジェイ・イー・ティ,s1_outline__207_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2023年244→2027年300→2033年500億円、CAGR8.3%,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__207.pdf
s1_outline__208,2次,日本電波工業株式会社,s1_outline__208_entity_1,日本電波工業株式会社,applicant,true,false,true,true,true,cases.company,,日本電波工業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__208.pdf
s1_outline__208,2次,日本電波工業株式会社,s1_outline__208_entity_2,函館エヌ・デー・ケー株式会社,participant,false,false,false,false,false,cases.other_participants,,"函館エヌ・デー・ケー株式会社
古川エヌ・デー・ケー株式会社",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__208.pdf
s1_outline__208,2次,日本電波工業株式会社,s1_outline__208_entity_3,古川エヌ・デー・ケー株式会社,participant,false,false,false,false,false,cases.other_participants,,"函館エヌ・デー・ケー株式会社
古川エヌ・デー・ケー株式会社",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__208.pdf
s1_outline__208,2次,日本電波工業株式会社,s1_outline__208_entity_4,連結,group,false,false,true,false,false,sales_series,1,連結+498億円、199%,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__208.pdf
s1_outline__208,2次,日本電波工業株式会社,s1_outline__208_entity_5,単体,applicant,true,false,true,false,false,sales_series,1,日本電波工業+319億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__208.pdf
s1_outline__208,2次,日本電波工業株式会社,s1_outline__208_entity_6,函館エヌ・デー・ケー,subsidiary,false,false,true,false,false,sales_series,1,+65億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__208.pdf
s1_outline__208,2次,日本電波工業株式会社,s1_outline__208_entity_7,古川エヌ・デー・ケー,subsidiary,false,false,true,false,false,sales_series,1,+52億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__208.pdf
s2_outline_1,3次,株式会社角藤,s2_outline_1_entity_1,株式会社角藤,applicant,true,false,true,true,true,cases.company,,株式会社角藤,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_1.pdf
s2_outline_1,3次,株式会社角藤,s2_outline_1_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,"61,887百万円→100,000百万円、増加額381.13億円、売上高成長率61.6%",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_1.pdf
s2_outline_1,3次,株式会社角藤,s2_outline_1_entity_3,うち補助事業,project,false,false,true,false,false,sales_series,1,うち補助事業255.72億円→500億円、増加額244.28億円、95.5%,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_1.pdf
s2_outline_101,3次,安藤パラケミー株式会社,s2_outline_101_entity_1,安藤パラケミー株式会社,applicant,true,false,true,true,true,cases.company,,安藤パラケミー株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_101.pdf
s2_outline_101,3次,安藤パラケミー株式会社,s2_outline_101_entity_2,ANPケミカルズ株式会社,participant,false,false,false,false,false,cases.other_participants,,ANPケミカルズ株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_101.pdf
s2_outline_101,3次,安藤パラケミー株式会社,s2_outline_101_entity_3,会社全体の売上成長目標,applicant,true,false,true,false,false,sales_series,1,会社全体の売上成長目標（〜31年）・売上高成長率10.4%・売上高増加額263億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_101.pdf
s2_outline_103,3次,ベストアメニティ株式会社,s2_outline_103_entity_1,ベストアメニティ株式会社,applicant,true,false,true,true,true,cases.company,,ベストアメニティ株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_103.pdf
s2_outline_103,3次,ベストアメニティ株式会社,s2_outline_103_entity_2,会社全体の売上成長目標,applicant,true,false,true,false,false,sales_series,1,2034年 売上高成長150%、売上高増加145億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_103.pdf
s2_outline_103,3次,ベストアメニティ株式会社,s2_outline_103_entity_3,ドッグフード製造販売額,project,false,false,true,false,false,sales_series,2,"販売額2,959百万円→7,300百万円（製造量2,821t→6,110t）",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_103.pdf
s2_outline_103,3次,ベストアメニティ株式会社,s2_outline_103_entity_4,キャットフード製造販売額,project,false,false,true,false,false,sales_series,2,"販売額26百万円→3,700百万円（製造量15t→2,030t）",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_103.pdf
s2_outline_103,3次,ベストアメニティ株式会社,s2_outline_103_entity_5,ペットフード合計販売額,project,false,false,true,false,false,sales_series,2,"合計販売額2,985百万円→11,000百万円（製造量2,836t→8,140t）",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_103.pdf
s2_outline_104,3次,アイサービス株式会社,s2_outline_104_entity_1,アイサービス株式会社,applicant,true,false,true,true,true,cases.company,,アイサービス株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_104.pdf
s2_outline_104,3次,アイサービス株式会社,s2_outline_104_entity_2,会社全体の売上成長目標,applicant,true,false,true,false,false,sales_series,1,売上グラフは24/6時点94億円→工場建設3年後219億円。目標Boxの233%は目標/基準比（約2.33倍）で、分析用累積増加率は133%。原文増加額123億円とグラフ差額125億円には丸め差。,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_104.pdf
s2_outline_105,3次,株式会社シード,s2_outline_105_entity_1,株式会社シード,applicant,true,false,true,true,true,cases.company,,株式会社シード,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_105.pdf
s2_outline_105,3次,株式会社シード,s2_outline_105_entity_2,会社全体の売上成長目標,applicant,true,false,true,false,false,sales_series,1,会社全体の売上成長目標（〜31年）・売上高成長率6.0%・売上高増加額151億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_105.pdf
s2_outline_105,3次,株式会社シード,s2_outline_105_entity_3,中長期連結売上高目標,group,false,false,true,false,false,sales_series,1,中長期的に連結売上高500億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_105.pdf
s2_outline_106,3次,河淳株式会社,s2_outline_106_entity_1,河淳株式会社,applicant,true,false,true,true,true,cases.company,,河淳株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_106.pdf
s2_outline_106,3次,河淳株式会社,s2_outline_106_entity_2,会社全体の売上成長目標,applicant,true,false,true,false,false,sales_series,1,会社全体の売上成長目標（〜2030年）・売上高成長率+39.6%・売上高増加額304億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_106.pdf
s2_outline_108,3次,株式会社丸杉,s2_outline_108_entity_1,株式会社丸杉,applicant,true,false,true,true,true,cases.company,,株式会社丸杉,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_108.pdf
s2_outline_108,3次,株式会社丸杉,s2_outline_108_entity_2,会社全体の売上成長目標,applicant,true,false,true,false,false,sales_series,1,"2030年売上1,693億円、売上高成長率49.4%、売上高増加額857億円。基準売上836億円は1693-857の逆算。",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_108.pdf
s2_outline_109,3次,株式会社ヤマイシ,s2_outline_109_entity_1,株式会社ヤマイシ,applicant,true,false,true,true,true,cases.company,,株式会社ヤマイシ,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_109.pdf
s2_outline_109,3次,株式会社ヤマイシ,s2_outline_109_entity_2,会社全体の売上成長目標,applicant,true,false,true,false,false,sales_series,1,会社全体の売上成長目標（〜31年）・売上高成長率10%・売上高増加額123億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_109.pdf
s2_outline_11,3次,たまご＆ファーマーズ株式会社,s2_outline_11_entity_1,たまご＆ファーマーズ株式会社,applicant,true,false,true,true,true,cases.company,,たまご＆ファーマーズ株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_11.pdf
s2_outline_11,3次,たまご＆ファーマーズ株式会社,s2_outline_11_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,442億円→767億円、売上高増加額324億円、年平均成長率9.6%,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_11.pdf
s2_outline_110,3次,学校法人花沢学園,s2_outline_110_entity_1,学校法人花沢学園,applicant,true,false,true,true,true,cases.company,,学校法人花沢学園,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_110.pdf
s2_outline_110,3次,学校法人花沢学園,s2_outline_110_entity_2,法人全体の売上成長目標,applicant,true,false,true,false,false,sales_series,1,会社全体の売上成長目標（〜30年）・売上高成長率110%・売上高増加額14億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_110.pdf
s2_outline_113,4次,株式会社アダチ,s2_outline_113_entity_1,株式会社アダチ,applicant,true,false,true,true,true,cases.company,,株式会社アダチ,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_113.pdf
s2_outline_113,4次,株式会社アダチ,s2_outline_113_entity_2,会社全体の売上成長目標,applicant,true,false,true,false,false,sales_series,1,"2024年→2030年、売上高増加額7,833百万円、CAGR14.3%",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_113.pdf
s2_outline_115,4次,株式会社コスモス食品,s2_outline_115_entity_1,株式会社コスモス食品,applicant,true,false,true,true,true,cases.company,,株式会社コスモス食品,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_115.pdf
s2_outline_115,4次,株式会社コスモス食品,s2_outline_115_entity_2,会社全体の売上成長目標,applicant,true,false,true,false,false,sales_series,1,"2030年まで、売上高増加額3,706百万円、CAGR10.02%",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_115.pdf
s2_outline_116,4次,奥伊吹観光株式会社,s2_outline_116_entity_1,奥伊吹観光株式会社,applicant,true,false,true,true,true,cases.company,,奥伊吹観光株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_116.pdf
s2_outline_116,4次,奥伊吹観光株式会社,s2_outline_116_entity_2,会社全体の売上成長目標,applicant,true,false,true,false,false,sales_series,1,"2024年9月期→2030年9月期、売上高増加額7,320百万円、売上高成長率31.3%",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_116.pdf
s2_outline_116,4次,奥伊吹観光株式会社,s2_outline_116_entity_3,冬期事業売上,project,false,false,true,false,false,sales_series,3,"冬期：2028年424,800,000円、2029年451,350,000円、2030年467,280,000円",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_116.pdf
s2_outline_116,4次,奥伊吹観光株式会社,s2_outline_116_entity_4,夏期事業売上,project,false,false,true,false,false,sales_series,3,"夏期：2028〜2030年各254,880,000円",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_116.pdf
s2_outline_117,4次,瀬戸内海印刷株式会社,s2_outline_117_entity_1,瀬戸内海印刷株式会社,applicant,true,false,true,true,true,cases.company,,瀬戸内海印刷株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_117.pdf
s2_outline_117,4次,瀬戸内海印刷株式会社,s2_outline_117_entity_2,会社全体の売上成長目標,applicant,true,false,true,false,false,sales_series,1,2023年→2030年、売上高成長率282.8%（CAGR16.0%）、売上高増加額71.3億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_117.pdf
s2_outline_118,4次,株式会社光洋,s2_outline_118_entity_1,株式会社光洋,applicant,true,false,true,true,true,cases.company,,株式会社光洋,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_118.pdf
s2_outline_118,4次,株式会社光洋,s2_outline_118_entity_2,会社全体の売上成長目標,applicant,true,false,true,false,false,sales_series,1,2031年2月期まで、売上高増加額246億円、CAGR8.6%,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_118.pdf
s2_outline_119,4次,株式会社群馬コイケ,s2_outline_119_entity_1,株式会社群馬コイケ,applicant,true,false,true,true,true,cases.company,,株式会社群馬コイケ,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_119.pdf
s2_outline_119,4次,株式会社群馬コイケ,s2_outline_119_entity_2,会社全体の売上成長目標,applicant,true,false,true,false,false,sales_series,1,"2024年度2,226百万円→2030年度5,196百万円、売上高増加額2,970百万円、売上高成長率15.2%",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_119.pdf
s2_outline_12,3次,株式会社フルサワ,s2_outline_12_entity_1,株式会社フルサワ,applicant,true,false,true,true,true,cases.company,,株式会社フルサワ,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_12.pdf
s2_outline_12,3次,株式会社フルサワ,s2_outline_12_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2024年度→2029年12月期、売上高成長率208%、増加額40億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_12.pdf
s2_outline_120,4次,株式会社クボテック,s2_outline_120_entity_1,株式会社クボテック,applicant,true,false,true,true,true,cases.company,,株式会社クボテック,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_120.pdf
s2_outline_120,4次,株式会社クボテック,s2_outline_120_entity_2,会社全体の売上成長目標,applicant,true,false,true,false,false,sales_series,1,"会社全体の売上成長目標（〜2029年）・売上高増加額4,691百万円・売上高成長率17.8%",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_120.pdf
s2_outline_121,4次,株式会社ヤマキ食品,s2_outline_121_entity_1,株式会社ヤマキ食品,applicant,true,false,true,true,true,cases.company,,株式会社ヤマキ食品,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_121.pdf
s2_outline_121,4次,株式会社ヤマキ食品,s2_outline_121_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,"2023～2030年度、売上増加額2,439百万円、CAGR12.7%",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_121.pdf
s2_outline_122,4次,杉プラスチック工業株式会社,s2_outline_122_entity_1,杉プラスチック工業株式会社,applicant,true,false,true,true,true,cases.company,,杉プラスチック工業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_122.pdf
s2_outline_122,4次,杉プラスチック工業株式会社,s2_outline_122_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2030年度、売上高成長率268.6%増、増加額42.42億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_122.pdf
s2_outline_123,3次,東洋ケアサービス株式会社,s2_outline_123_entity_1,東洋ケアサービス株式会社,applicant,true,false,true,true,true,cases.company,,東洋ケアサービス株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_123.pdf
s2_outline_123,3次,東洋ケアサービス株式会社,s2_outline_123_entity_2,ESキッチン株式会社,participant,false,false,false,false,false,cases.other_participants,,ESキッチン株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_123.pdf
s2_outline_123,3次,東洋ケアサービス株式会社,s2_outline_123_entity_3,会社全体,applicant,true,false,true,false,false,sales_series,1,2030年まで売上高成長率30.3%、増加額80億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_123.pdf
s2_outline_125,4次,株式会社タンケンシールセーコウ,s2_outline_125_entity_1,株式会社タンケンシールセーコウ,applicant,true,false,true,true,true,cases.company,,株式会社タンケンシールセーコウ,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_125.pdf
s2_outline_125,4次,株式会社タンケンシールセーコウ,s2_outline_125_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,"2025/3～2031/3：6,379→12,822百万円、売上高増加額6,443百万円、CAGR12.3%。頁上部は2031年3月期売上高128億円と丸め表示。",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_125.pdf
s2_outline_127,4次,株式会社キィポーション,s2_outline_127_entity_1,株式会社キィポーション,applicant,true,false,true,true,true,cases.company,,株式会社キィポーション,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_127.pdf
