case_id,round,company,metric,metric_key,status,validation,base_period_label,base_year,base_value,base_year_before_correction,base_year_after_correction,base_year_correction_method,base_year_correction_confidence,target_period_label,target_year,target_value,target_year_before_correction,target_year_after_correction,target_year_correction_method,target_year_correction_confidence,unit,base_value_raw,target_value_raw,unit_raw,base_value_man_yen_per_person,target_value_man_yen_per_person,normalized_unit,unit_conversion_factor,unit_evidence_source,unit_evidence_text,unit_validation,source_box_type,source_box_no,source_box_label,source_box_match_method,source_entity_label,entity_match_status,listed_rate_pct,calculated_rate_pct,rate_diff_pt,source_method,page,year_status,issues,raw_support,raw,rate_only,rate_value_raw,rate_numeric_pct,rate_definition,rate_interpretation_status,rate_implied_target_value,rate_reconciliation_status,rate_interpretation_note,rate_ambiguous
s1_outline__202,2次,アライドコーヒーロースターズ株式会社,補助事業に係る従業員数,employees,values_without_rate,AI画像目視確認済み（値のみ）,2026,2026,6,2026,2026,existing_normalized_year,high,2029,2029,47,2029,2029,existing_normalized_year,high,人,6,47,人,,,人,1,unit_not_found_in_box,"1.生産現場の雇用確保・人手不足・高齢化対策
⇒最新型生産機器による自動化・省人化
2.ハイレベルな顧客要求に対応出来る工場設計
⇒食品の安心・安全向上による顧客の確保・拡大",manual_audit_unit,project_background,1,補助事業の背景・目的,case_page_box,アライドコーヒーロースターズ株式会社,applicant_company_representative,,98.6014,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,6→47,false,,,not_stated,not_applicable,,not_testable,率の記載なし,false
s1_outline__203,2次,株式会社東映京都スタジオ,労働生産性,labor,full_values,AI画像目視確認済み（値・率あり）,2026,2026,670,2026,2026,existing_normalized_year,high,2029,2029,1530,2029,2029,existing_normalized_year,high,万円/人,670,1530,万円/人,670,1530,万円/人,1.0,unit_not_found_in_box,主な設備投資の内容,manual_audit_unit,investment_content,1,設備投資の内容,case_page_box,株式会社東映京都スタジオ,applicant_company_representative,31.7,31.6858,0.0142,ai_visual_manual_audit,3,existing_normalized_year → existing_normalized_year,[],true,"670→1,530、31.7%",false,31.7%,31.7,annual_average_increase_rate,resolved_by_arithmetic,1530.495749,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline__203,2次,株式会社東映京都スタジオ,従業員1人当たり給与支給総額,employee_pay,full_values,AI画像目視確認済み（値・率あり）,2026,2026,413,2026,2026,existing_normalized_year,high,2029,2029,501,2029,2029,existing_normalized_year,high,万円/人,413,501,万円/人,413,501,万円/人,1.0,unit_not_found_in_box,主な設備投資の内容,manual_audit_unit,investment_content,1,設備投資の内容,case_page_box,株式会社東映京都スタジオ,applicant_company_representative,6.7,6.6504,0.0496,ai_visual_manual_audit,3,existing_normalized_year → existing_normalized_year,[],true,413→501、6.7%,false,6.7%,6.7,annual_average_increase_rate,resolved_by_arithmetic,501.699086,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline__203,2次,株式会社東映京都スタジオ,役員1人当たり給与支給総額,officer_pay,full_values,AI画像目視確認済み（値・率あり）,2026,2026,1314,2026,2026,existing_normalized_year,high,2029,2029,1828,2029,2029,existing_normalized_year,high,万円/人,1314,1828,万円/人,1314,1828,万円/人,1.0,unit_not_found_in_box,主な設備投資の内容,manual_audit_unit,investment_content,1,設備投資の内容,case_page_box,株式会社東映京都スタジオ,applicant_company_representative,11.6,11.6333,0.0333,ai_visual_manual_audit,3,existing_normalized_year → existing_normalized_year,[],true,"1,314→1,828、11.6%",false,11.6%,11.6,annual_average_increase_rate,resolved_by_arithmetic,1826.366569,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline__203,2次,株式会社東映京都スタジオ,補助事業に係る従業員数,employees,values_without_rate,AI画像目視確認済み（値のみ）,2026,2026,115,2026,2026,existing_normalized_year,high,2029,2029,172,2029,2029,existing_normalized_year,high,人,115,172,人,,,人,1,unit_not_found_in_box,主な設備投資の内容,manual_audit_unit,investment_content,1,設備投資の内容,case_page_box,株式会社東映京都スタジオ,applicant_company_representative,,14.3607,,ai_visual_manual_audit,3,existing_normalized_year → existing_normalized_year,[],true,115→172,false,,,not_stated,not_applicable,,not_testable,率の記載なし,false
s1_outline__204,2次,メック株式会社,労働生産性,labor,full_values,AI画像目視確認済み（値・率あり）,2026,2026,1937,2026,2026,existing_normalized_year,high,2029,2029,2215,2029,2029,existing_normalized_year,high,万円/人,1937,2215,万円/人,1937,2215,万円/人,1.0,unit_not_found_in_box,補助事業全体での投資の概要・狙い,manual_audit_unit,other,1,その他Box,case_page_box,メック株式会社,applicant_company_representative,4.6,4.5718,0.0282,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"1,937→2,215、4.6%",false,4.6%,4.6,annual_average_increase_rate,resolved_by_arithmetic,2216.790616,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline__204,2次,メック株式会社,従業員1人当たり給与支給総額,employee_pay,full_values,AI画像目視確認済み（値・率あり）,2026,2026,830,2026,2026,existing_normalized_year,high,2029,2029,918,2029,2029,existing_normalized_year,high,万円/人,830,918,万円/人,830,918,万円/人,1.0,unit_not_found_in_box,補助事業全体での投資の概要・狙い,manual_audit_unit,other,1,その他Box,case_page_box,メック株式会社,applicant_company_representative,3.4,3.4161,0.0161,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,830→918、3.4%,false,3.4%,3.4,annual_average_increase_rate,resolved_by_arithmetic,917.571062,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline__204,2次,メック株式会社,役員1人当たり給与支給総額,officer_pay,full_values,AI画像目視確認済み（値・率あり）,2026,2026,2688,2026,2026,existing_normalized_year,high,2029,2029,2938,2029,2029,existing_normalized_year,high,万円/人,2688,2938,万円/人,2688,2938,万円/人,1.0,unit_not_found_in_box,補助事業全体での投資の概要・狙い,manual_audit_unit,other,1,その他Box,case_page_box,メック株式会社,applicant_company_representative,3,3.0088,0.0088,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"2,688→2,938、3.0%",false,3%,3.0,annual_average_increase_rate,resolved_by_arithmetic,2937.250176,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline__204,2次,メック株式会社,補助事業に係る従業員数,employees,values_without_rate,AI画像目視確認済み（値のみ）,2026,2026,318,2026,2026,existing_normalized_year,high,2029,2029,392,2029,2029,existing_normalized_year,high,人,318,392,人,,,人,1,unit_not_found_in_box,補助事業全体での投資の概要・狙い,manual_audit_unit,other,1,その他Box,case_page_box,メック株式会社,applicant_company_representative,,7.2226,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,318→392,false,,,not_stated,not_applicable,,not_testable,率の記載なし,false
s1_outline__205,2次,ヤマシンスチール株式会社,労働生産性,labor,full_values,AI画像目視確認済み（値・率あり）,2025,2025,2358,2025,2025,existing_normalized_year,high,2028,2028,3883,2028,2028,existing_normalized_year,high,万円/人,2358,3883,万円/人,2358,3883,万円/人,1.0,box_metric_row,"労働生産性3,883万円/人
2,358万円/人
（単位:万円/人）（年平均上昇率＋18.1％）
",box_confirmed,project_targets,2,目標値,case_page_metric_label,ヤマシンスチール株式会社,applicant_company_representative,18.1,18.0886,0.0114,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"2,358→3,883、18.1%",false,18.1%,18.1,annual_average_increase_rate,resolved_by_arithmetic,3884.127643,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline__205,2次,ヤマシンスチール株式会社,従業員1人当たり給与支給総額,employee_pay,full_values,AI画像目視確認済み（値・率あり）,2025,2025,643,2025,2025,existing_normalized_year,high,2028,2028,817,2028,2028,existing_normalized_year,high,万円/人,643,817,万円/人,643,817,万円/人,1.0,box_metric_row,"従業員1人あたり給与支給総額817万円/人
643万円/人
（単位:万円/人）（年平均上昇率＋8.3％）
",box_confirmed,project_targets,2,目標値,case_page_metric_label,ヤマシンスチール株式会社,applicant_company_representative,8.3,8.3105,0.0105,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,643→817、8.3%,false,8.3%,8.3,annual_average_increase_rate,resolved_by_arithmetic,816.76354,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline__205,2次,ヤマシンスチール株式会社,役員1人当たり給与支給総額,officer_pay,full_values,AI画像目視確認済み（値・率あり）,2025,2025,9988,2025,2025,existing_normalized_year,high,2028,2028,11057,2028,2028,existing_normalized_year,high,万円/人,9988,11057,万円/人,9988,11057,万円/人,1.0,box_metric_row,"役員1人あたり給与支給総額11,057万円/人
9,988万円/人
（単位:万円/人）（年平均上昇率＋3.4％）
",box_confirmed,project_targets,2,目標値,case_page_metric_label,ヤマシンスチール株式会社,applicant_company_representative,3.4,3.4474,0.0474,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"9,988→11,057、3.4%",false,3.4%,3.4,annual_average_increase_rate,resolved_by_arithmetic,11041.806952,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline__205,2次,ヤマシンスチール株式会社,補助事業に係る従業員数,employees,values_without_rate,AI画像目視確認済み（値のみ）,2025,2025,93,2025,2025,existing_normalized_year,high,2028,2028,101,2028,2028,existing_normalized_year,high,人,93,101,人,,,人,1,box_metric_row,"補助事業に係る従業員数
93人101人
（単位:人）",box_confirmed,project_targets,2,目標値,case_page_metric_label,ヤマシンスチール株式会社,applicant_company_representative,,2.7889,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,93→101,false,,,not_stated,not_applicable,,not_testable,率の記載なし,false
s1_outline__206,2次,上山製紙株式会社,労働生産性,labor,full_values,AI画像目視確認済み（値・率あり）,2026,2026,460,2026,2026,existing_normalized_year,high,2029,2029,1432,2029,2029,existing_normalized_year,high,万円/人,460,1432,万円/人,460,1432,万円/人,1.0,box_metric_row,"労働生産性1,432
460
（単位：万円/人）（年平均上昇率＋46.0％）
",box_confirmed,project_targets,1,目標値,case_page_metric_label,上山製紙株式会社,applicant_company_representative,46,46.0142,0.0142,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"460→1,432、46.0%",false,46%,46.0,annual_average_increase_rate,resolved_by_arithmetic,1431.58256,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline__206,2次,上山製紙株式会社,従業員1人当たり給与支給総額,employee_pay,full_values,AI画像目視確認済み（値・率あり）,2026,2026,363,2026,2026,existing_normalized_year,high,2029,2029,436,2029,2029,existing_normalized_year,high,万円/人,363,436,万円/人,363,436,万円/人,1.0,box_metric_row,"従業員1人あたり給与支給総額436
363
（単位：万円/人）（年平均上昇率＋6.3％）
",box_confirmed,project_targets,1,目標値,case_page_metric_label,上山製紙株式会社,applicant_company_representative,6.3,6.2984,0.0016,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,363→436、6.3%,false,6.3%,6.3,annual_average_increase_rate,resolved_by_arithmetic,436.020008,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline__206,2次,上山製紙株式会社,役員1人当たり給与支給総額,officer_pay,full_values,AI画像目視確認済み（値・率あり）,2026,2026,1172,2026,2026,existing_normalized_year,high,2029,2029,1373,2029,2029,existing_normalized_year,high,万円/人,1172,1373,万円/人,1172,1373,万円/人,1.0,box_metric_row,"役員1人あたり給与支給総額1,373
1,172
（単位：万円/人）（年平均上昇率＋5.4％）
",box_confirmed,project_targets,1,目標値,case_page_metric_label,上山製紙株式会社,applicant_company_representative,5.4,5.4179,0.0179,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"1,172→1,373、5.4%",false,5.4%,5.4,annual_average_increase_rate,resolved_by_arithmetic,1372.301204,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline__206,2次,上山製紙株式会社,補助事業に係る従業員数,employees,values_without_rate,AI画像目視確認済み（値のみ）,2026,2026,103,2026,2026,existing_normalized_year,high,2029,2029,103,2029,2029,existing_normalized_year,high,人,103,103,人,,,人,1,box_metric_row,"補助事業に係る従業員数
103103
（単位：人）",box_confirmed,project_targets,1,目標値,case_page_metric_label,上山製紙株式会社,applicant_company_representative,,0,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,103→103,false,,,not_stated,not_applicable,,not_testable,率の記載なし,false
s1_outline__207,2次,株式会社ジェイ・イー・ティ,労働生産性,labor,full_values,AI画像目視確認済み（値・率あり）,2026,2026,2791,2026,2026,existing_normalized_year,high,2029,2029,3609,2029,2029,existing_normalized_year,high,万円/人,2791,3609,万円/人,2791,3609,万円/人,1.0,box_metric_row,"労働生産性（単位：万円/人）2,7913,609（年平均上昇率＋8.9％）
",box_confirmed,project_targets,2,目標値,case_page_metric_label,株式会社ジェイ・イー・ティ,applicant_company_representative,8.9,8.9454,0.0454,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"2,791→3,609、8.9%",false,8.9%,8.9,annual_average_increase_rate,resolved_by_arithmetic,3604.487101,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline__207,2次,株式会社ジェイ・イー・ティ,従業員1人当たり給与支給総額,employee_pay,full_values,AI画像目視確認済み（値・率あり）,2026,2026,699,2026,2026,existing_normalized_year,high,2029,2029,767,2029,2029,existing_normalized_year,high,万円/人,699,767,万円/人,699,767,万円/人,1.0,box_metric_row,"従業員1人あたり給与支給総額（単位：万円/人）699767（年平均上昇率＋3.20％）
",box_confirmed,project_targets,2,目標値,case_page_metric_label,株式会社ジェイ・イー・ティ,applicant_company_representative,3.2,3.1429,0.0571,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,699→767、3.20%,false,3.2%,3.2,annual_average_increase_rate,resolved_by_arithmetic,768.274233,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline__207,2次,株式会社ジェイ・イー・ティ,役員1人当たり給与支給総額,officer_pay,full_values,AI画像目視確認済み（値・率あり）,2026,2026,4662,2026,2026,existing_normalized_year,high,2029,2029,5397,2029,2029,existing_normalized_year,high,万円/人,4662,5397,万円/人,4662,5397,万円/人,1.0,box_metric_row,"役員1人あたり給与支給総額（単位：万円/人）4,6625,397（年平均上昇率＋5.00％）
",box_confirmed,project_targets,2,目標値,case_page_metric_label,株式会社ジェイ・イー・ティ,applicant_company_representative,5,5.001,0.001,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"4,662→5,397、5.00%",false,5%,5.0,annual_average_increase_rate,resolved_by_arithmetic,5396.84775,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline__207,2次,株式会社ジェイ・イー・ティ,補助事業に係る従業員数,employees,values_without_rate,AI画像目視確認済み（値のみ）,2026,2026,180,2026,2026,existing_normalized_year,high,2029,2029,240,2029,2029,existing_normalized_year,high,人,180,240,人,,,人,1,box_metric_row,補助事業に係る従業員数（単位：人）180240,box_confirmed,project_targets,2,目標値,case_page_metric_label,株式会社ジェイ・イー・ティ,applicant_company_representative,,10.0642,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,180→240,false,,,not_stated,not_applicable,,not_testable,率の記載なし,false
s1_outline__208,2次,日本電波工業株式会社,労働生産性,labor,full_values,AI画像目視確認済み（値・率あり）,2026,2026,16835,2026,2026,existing_normalized_year,high,2029,2029,32798,2029,2029,existing_normalized_year,high,千円/人,16835,32798,千円/人,1683.5,3279.8,万円/人,0.1,unit_not_found_in_box,"•当社は顧客への対応力が評価され、その結果、特に車載分野では50%の市場シェアを獲得するに
至っている。一方、市場成長の中、海外メーカーの台頭や顧客ニーズの多様化、要求高度化など、機
会と脅威双方にさらされている経営環境である、そこで従来とは異なるビジネスモデルの創発と労働生
産性を抜本的に改革する生産体制を同時追求し、海外メーカーに対する競争力を構築し、売上高と
営業利益率ポイント倍増計画を作り、実行する。",manual_audit_unit,project_background,1,補助事業の背景・目的,case_page_box,日本電波工業株式会社,applicant_company_representative,24.9,24.8949,0.0051,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"単体16,835千円→32,798千円24.9%。函館・古川別値あり",false,24.9%,24.9,annual_average_increase_rate,resolved_by_arithmetic,32802.008427,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline__208,2次,日本電波工業株式会社,従業員1人当たり給与支給総額,employee_pay,full_values,AI画像目視確認済み（値・率あり）,2026,2026,7097,2026,2026,existing_normalized_year,high,2029,2029,8215,2029,2029,existing_normalized_year,high,千円/人,7097,8215,千円/人,709.7,821.5,万円/人,0.1,unit_not_found_in_box,"•当社は顧客への対応力が評価され、その結果、特に車載分野では50%の市場シェアを獲得するに
至っている。一方、市場成長の中、海外メーカーの台頭や顧客ニーズの多様化、要求高度化など、機
会と脅威双方にさらされている経営環境である、そこで従来とは異なるビジネスモデルの創発と労働生
産性を抜本的に改革する生産体制を同時追求し、海外メーカーに対する競争力を構築し、売上高と
営業利益率ポイント倍増計画を作り、実行する。",manual_audit_unit,project_background,1,補助事業の背景・目的,case_page_box,日本電波工業株式会社,applicant_company_representative,5,4.9972,0.0028,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"単体7,097千円→8,215千円5%。子会社別値あり",false,5%,5.0,annual_average_increase_rate,resolved_by_arithmetic,8215.664625,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline__208,2次,日本電波工業株式会社,役員1人当たり給与支給総額,officer_pay,rate_only,AI画像目視確認済み（率のみ）,2026,2026,,2026,2026,existing_normalized_year,high,2029,2029,,2029,2029,existing_normalized_year,high,千円/人,,,千円/人,,,万円/人,0.1,unit_not_found_in_box,"•当社は顧客への対応力が評価され、その結果、特に車載分野では50%の市場シェアを獲得するに
至っている。一方、市場成長の中、海外メーカーの台頭や顧客ニーズの多様化、要求高度化など、機
会と脅威双方にさらされている経営環境である、そこで従来とは異なるビジネスモデルの創発と労働生
産性を抜本的に改革する生産体制を同時追求し、海外メーカーに対する競争力を構築し、売上高と
営業利益率ポイント倍増計画を作り、実行する。",manual_audit_unit,project_background,1,補助事業の背景・目的,case_page_box,日本電波工業株式会社,applicant_company_representative,2.5,,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,3社とも値―。単体2.5%、函館2.8%、古川3.0%のみ,true,2.5%,2.5,stated_undefined,ambiguous,,not_testable,率はあるが、年平均・累積・到達率の明示と算術確認材料が不足,true
s1_outline__208,2次,日本電波工業株式会社,補助事業に係る従業員数,employees,values_without_rate,AI画像目視確認済み（値のみ）,2026,2026,736,2026,2026,existing_normalized_year,high,2029,2029,736,2029,2029,existing_normalized_year,high,人,736,736,人,,,人,1,unit_not_found_in_box,"•当社は顧客への対応力が評価され、その結果、特に車載分野では50%の市場シェアを獲得するに
至っている。一方、市場成長の中、海外メーカーの台頭や顧客ニーズの多様化、要求高度化など、機
会と脅威双方にさらされている経営環境である、そこで従来とは異なるビジネスモデルの創発と労働生
産性を抜本的に改革する生産体制を同時追求し、海外メーカーに対する競争力を構築し、売上高と
営業利益率ポイント倍増計画を作り、実行する。",manual_audit_unit,project_background,1,補助事業の背景・目的,case_page_box,日本電波工業株式会社,applicant_company_representative,,0,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,単体736→736、函館182→182、古川316→316,false,,,not_stated,not_applicable,,not_testable,率の記載なし,false
s2_outline_1,3次,株式会社角藤,労働生産性,labor,full_values,AI画像目視確認済み（値・率あり）,2028年1月期,2028,2241,2028,2028,existing_normalized_year,high,2031年1月期,2031,3070,2031,2031,existing_normalized_year,high,万円/人,2241,3070,万円/人,2241,3070,万円/人,1.0,unit_not_found_in_box,大型化への対応,manual_audit_unit,other,1,その他Box,case_page_box,株式会社角藤,applicant_company_representative,11.1,11.062,0.038,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"2,241→3,070（年平均上昇率+11.1%）",false,11.1%,11.1,annual_average_increase_rate,resolved_by_explicit_wording,3073.151944,consistent,原文に年平均または上昇率の明示あり,false
s2_outline_1,3次,株式会社角藤,従業員1人当たり給与支給総額,employee_pay,full_values,AI画像目視確認済み（値・率あり）,2028年1月期,2028,718,2028,2028,existing_normalized_year,high,2031年1月期,2031,831,2031,2031,existing_normalized_year,high,万円/人,718,831,万円/人,718,831,万円/人,1.0,unit_not_found_in_box,大型化への対応,manual_audit_unit,other,1,その他Box,case_page_box,株式会社角藤,applicant_company_representative,5,4.9926,0.0074,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,718→831（+5.0%）,false,5%,5.0,annual_average_increase_rate,resolved_by_arithmetic,831.17475,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s2_outline_1,3次,株式会社角藤,役員1人当たり給与支給総額,officer_pay,rate_only,AI画像目視確認済み（率のみ）,2028年1月期,2028,,2028,2028,existing_normalized_year,high,2031年1月期,2031,,2031,2031,existing_normalized_year,high,万円/人,,,万円/人,,,万円/人,1.0,unit_not_found_in_box,大型化への対応,manual_audit_unit,other,1,その他Box,case_page_box,株式会社角藤,applicant_company_representative,5,,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,金額は－、年平均上昇率+5.0%,true,5%,5.0,annual_average_increase_rate,resolved_by_explicit_wording,,not_testable,原文に年平均または上昇率の明示あり,false
s2_outline_1,3次,株式会社角藤,補助事業に係る従業員数,employees,full_values,AI画像目視確認済み（値・率あり）,2028年1月期,2028,350,2028,2028,existing_normalized_year,high,2031年1月期,2031,380,2031,2031,existing_normalized_year,high,人,350,380,人,,,人,1,unit_not_found_in_box,大型化への対応,manual_audit_unit,other,1,その他Box,case_page_box,株式会社角藤,applicant_company_representative,,2.7792,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,350人→380人,false,,,not_stated,not_applicable,,not_testable,率の記載なし,false
s2_outline_101,3次,安藤パラケミー株式会社,労働生産性,labor,full_values,AI画像目視確認済み（値・率あり）,2027年度,2027,1385,2027,2027,existing_normalized_year,high,2030年度,2030,3010,2030,2030,existing_normalized_year,high,万円/人,1385,3010,万円/人,1385,3010,万円/人,1.0,box_metric_row,"労働生産性3,010万円/人569万円/人
1,385万円/人476万円/人
（単位：万円/人）（年平均上昇率＋29.5％）（年平均上昇率＋6.1％）
",box_confirmed,project_targets,1,目標値,case_page_metric_label,安藤パラケミー株式会社,applicant_company_representative,29.5,29.5306,0.0306,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"安藤パラケミー：1,385→3,010（年平均+29.5%）",false,29.5%,29.5,annual_average_increase_rate,resolved_by_explicit_wording,3007.870114,consistent,原文に年平均または上昇率の明示あり,false
s2_outline_101,3次,安藤パラケミー株式会社,従業員1人当たり給与支給総額,employee_pay,full_values,AI画像目視確認済み（値・率あり）,2027年度,2027,676,2027,2027,existing_normalized_year,high,2030年度,2030,828,2030,2030,existing_normalized_year,high,万円/人,676,828,万円/人,676,828,万円/人,1.0,box_metric_row,"従業員1人あたり給与支給総額828万円/人431万円/人
676万円/人352万円/人
（単位：万円/人）（年平均上昇率＋7.0％）（年平均上昇率＋7.0％）
",box_confirmed,project_targets,1,目標値,case_page_metric_label,安藤パラケミー株式会社,applicant_company_representative,7,6.9944,0.0056,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,安藤パラケミー：676→828（年平均+7.0%）,false,7%,7.0,annual_average_increase_rate,resolved_by_explicit_wording,828.129068,consistent,原文に年平均または上昇率の明示あり,false
s2_outline_101,3次,安藤パラケミー株式会社,役員1人当たり給与支給総額,officer_pay,full_values,AI画像目視確認済み（値・率あり）,2027年度,2027,1874,2027,2027,existing_normalized_year,high,2030年度,2030,2169,2030,2030,existing_normalized_year,high,万円/人,1874,2169,万円/人,1874,2169,万円/人,1.0,box_metric_row,"役員1人あたり給与支給総額2,169万円/人571万円/人
1,874万円/人493万円/人
（単位：万円/人）（年平均上昇率＋5.0％）（年平均上昇率＋5.0％）
",box_confirmed,project_targets,1,目標値,case_page_metric_label,安藤パラケミー株式会社,applicant_company_representative,5,4.9937,0.0063,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"安藤パラケミー：1,874→2,169（年平均+5.0%）",false,5%,5.0,annual_average_increase_rate,resolved_by_explicit_wording,2169.38925,consistent,原文に年平均または上昇率の明示あり,false
s2_outline_101,3次,安藤パラケミー株式会社,補助事業に係る従業員数,employees,values_without_rate,AI画像目視確認済み（値のみ）,2027年度,2027,112,2027,2027,existing_normalized_year,high,2030年度,2030,122,2030,2030,existing_normalized_year,high,人,112,122,人,,,人,1,box_metric_row,"補助事業に係る従業員数
112人38人122人56人
（単位：人）",box_confirmed,project_targets,1,目標値,case_page_metric_label,安藤パラケミー株式会社,applicant_company_representative,,2.8918,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,安藤パラケミー：112→122人,false,,,not_stated,not_applicable,,not_testable,率の記載なし,false
s2_outline_101,3次,安藤パラケミー株式会社,employee_pay_anp_chemicals,employee_pay_anp_chemicals,full_values,AI画像目視確認済み（値・率あり）,2027年度,2027,352,2027,2027,existing_normalized_year,high,2030年度,2030,431,2030,2030,existing_normalized_year,high,万円/人,352,431,万円/人,352,431,万円/人,1.0,box_metric_row,"従業員1人あたり給与支給総額828万円/人431万円/人
676万円/人352万円/人
（単位：万円/人）（年平均上昇率＋7.0％）（年平均上昇率＋7.0％）
",box_confirmed,project_targets,1,目標値,case_page_metric_label,安藤パラケミー株式会社,applicant_company_representative,7,6.9822,0.0178,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,ANPケミカルズ：352→431（+7.0%）,false,7%,7.0,annual_average_increase_rate,resolved_by_arithmetic,431.215136,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s2_outline_101,3次,安藤パラケミー株式会社,employees_anp_chemicals,employees_anp_chemicals,values_without_rate,AI画像目視確認済み（値のみ）,2027年度,2027,38,2027,2027,existing_normalized_year,high,2030年度,2030,56,2030,2030,existing_normalized_year,high,人,38,56,人,,,人,1,box_metric_row,"補助事業に係る従業員数
112人38人122人56人
（単位：人）",box_confirmed,project_targets,1,目標値,case_page_metric_label,安藤パラケミー株式会社,applicant_company_representative,,13.798,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,ANPケミカルズ：38→56人,false,,,not_stated,not_applicable,,not_testable,率の記載なし,false
s2_outline_101,3次,安藤パラケミー株式会社,labor_anp_chemicals,labor_anp_chemicals,full_values,AI画像目視確認済み（値・率あり）,2027年度,2027,476,2027,2027,existing_normalized_year,high,2030年度,2030,569,2030,2030,existing_normalized_year,high,万円/人,476,569,万円/人,476,569,万円/人,1.0,box_metric_row,"労働生産性3,010万円/人569万円/人
1,385万円/人476万円/人
（単位：万円/人）（年平均上昇率＋29.5％）（年平均上昇率＋6.1％）
",box_confirmed,project_targets,1,目標値,case_page_metric_label,安藤パラケミー株式会社,applicant_company_representative,6.1,6.1293,0.0293,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,ANPケミカルズ：476→569（+6.1%）,false,6.1%,6.1,annual_average_increase_rate,resolved_by_arithmetic,568.529631,consistent,基準値・目標値・期間から計算した年平均率と整合,false
