case_id,round,company,series_id,series_label,scope,entity_relation,is_primary,is_reported_primary,is_applicant_representative,series_role,representative_reason,baseline_period_label,baseline_year,baseline_month,baseline_year_before_correction,baseline_year_after_correction,baseline_month_before_correction,baseline_month_after_correction,baseline_year_correction_method,baseline_year_correction_confidence,baseline_period_type,baseline_year_status,baseline_sales_oku,target_period_label,target_year,target_month,target_year_before_correction,target_year_after_correction,target_month_before_correction,target_month_after_correction,target_year_correction_method,target_year_correction_confidence,target_period_type,target_year_status,target_sales_oku,increase_oku,growth_rate_pct,cagr_pct,stated_rate_pct,growth_rate_definition,rate_type,extraction_method,confidence,review_required,arithmetic_status,page,raw_fragment,pdf_url
s2_outline_6,3次,株式会社上野凮月堂,s2_outline_6_sales_01,上野凮月堂・CHD合計,グループ,group,true,true,false,PDF主系列,,2024年度,2024,,2024,2024,,,existing_normalized_year,high,manual_label,existing_normalized_year,,2031年度,2031,,2031,2031,,,existing_normalized_year,high,manual_label,existing_normalized_year,,85,149,,149,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2031年度まで売上高成長率+149%、増加額+85億円。上野凮月堂とCHDの合計値,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_6.pdf
s2_outline_8,3次,牛乳石鹸共進社株式会社,s2_outline_8_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,基準年,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2030年度,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,167,18.9,,18.9,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2030年度まで売上高成長率18.9%、売上高増加額167億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_8.pdf
s2_outline_9,3次,株式会社マルト水谷,s2_outline_9_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年3月期,2024,3,2024,2024,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,,2031年3月期,2031,3,2031,2031,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,,255,97.2,,97.2,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2024年3月期→2031年3月期、売上高成長率97.2%、増加額255億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_9.pdf
s2_outline_11,3次,たまご＆ファーマーズ株式会社,s2_outline_11_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2025年1月期,2025,1,2025,2025,1,1,existing_normalized_year,high,manual_label,existing_normalized_year,442,2031年1月期,2031,1,2031,2031,1,1,existing_normalized_year,high,manual_label,existing_normalized_year,767,324,,9.6,9.6,cagr,cagr,ai_visual_manual_audit,medium,true,整合,1,442億円→767億円、売上高増加額324億円、年平均成長率9.6%,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_11.pdf
s2_outline_12,3次,株式会社フルサワ,s2_outline_12_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年度,2024,,2024,2024,,,existing_normalized_year,high,manual_label,existing_normalized_year,,2029年12月期,2029,12,2029,2029,12,12,existing_normalized_year,high,manual_label,existing_normalized_year,,40,208,,208,stated_undefined,stated_undefined,ai_visual_manual_audit,medium,true,未判定,1,2024年度→2029年12月期、売上高成長率208%、増加額40億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_12.pdf
s2_outline_13,3次,フジセイコー株式会社,s2_outline_13_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2023年度,2023,,2023,2023,,,existing_normalized_year,high,manual_label,existing_normalized_year,11.8,2029年度,2029,,2029,2029,,,existing_normalized_year,high,manual_label,existing_normalized_year,35,23,195,,195,stated_undefined,stated_undefined,ai_visual_manual_audit,medium,true,整合,1,11.8億円→35億円、売上高増加額23億円、売上高成長率195%,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_13.pdf
s2_outline_14,3次,スギムラ化学工業株式会社,s2_outline_14_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2031年度,2031,,2031,2031,,,existing_normalized_year,high,manual_label,existing_normalized_year,259,114,178.6,,178.6,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2031年度まで売上高259億円、売上高成長率178.6%、増加額114億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_14.pdf
s2_outline_15,3次,賀谷セロファン株式会社,s2_outline_15_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年度,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,27.8,17.1,,17.1,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2030年度まで売上高成長率17.1%、増加額27.8億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_15.pdf
s2_outline_16,3次,株式会社ヤマキ,s2_outline_16_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年度,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,37.5,75,,75,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2030年度まで売上高成長率75%、増加額37.5億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_16.pdf
s2_outline_17,3次,日生流通運輸倉庫株式会社,s2_outline_17_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,24/5期,2024,5,,2024,5,5,two_digit_year_assume_2000s,medium,manual_label,two_digit_year_assume_2000s,85,31/5期,2031,5,,2031,5,5,two_digit_year_assume_2000s,medium,manual_label,two_digit_year_assume_2000s,138,53,163,,163,target_base_ratio,target_base_ratio,ai_visual_manual_audit,high,false,整合,1,グラフ（単位：十億円）：24/5期8.5→31/5期13.8。換算すると85億円→138億円。売上高成長率163%、増加額+53億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_17.pdf
s2_outline_18,3次,DOWAパワーデバイス株式会社,s2_outline_18_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年度,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,92,246,,246,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2030年度まで会社全体の売上成長率246%、売上高増加額92億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_18.pdf
s2_outline_19,3次,株式会社高木製作所,s2_outline_19_sales_01,コンソーシアム合計,グループ,group,true,true,false,PDF主系列,,,,,,,,,missing,low,missing,記載なし,,2030年度,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,304,168,,168,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2030年まで会社全体の売上成長率168%、売上高増加額304億円。注記：コンソーシアムの合計値,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_19.pdf
s2_outline_21,3次,健栄製薬株式会社,s2_outline_21_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2023年度,2023,,2023,2023,,,existing_normalized_year,high,manual_label,existing_normalized_year,,2030年度,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,186,7.8,,7.8,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2030年度までの売上高成長率7.8%、売上高増加額186億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_21.pdf
s2_outline_22,3次,味覚糖株式会社,s2_outline_22_sales_01,味覚糖株式会社（申請者）,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,直近期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,314.2,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,620,305.8,197.3,,197.3,target_base_ratio,target_base_ratio,ai_visual_manual_audit,high,false,整合,1,味覚糖株式会社は直近期314.2億円から2030年620億円、197.3%、増加額305.8億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_22.pdf
s2_outline_22,3次,味覚糖株式会社,s2_outline_22_sales_02,UHA味覚糖グループ,グループ,group,true,true,false,PDF主系列,,,,,,,,,missing,low,missing,記載なし,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,1000,,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,未判定,1,"2030年グループ売上1,000億円を目指す",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_22.pdf
s2_outline_23,3次,大和鋼業株式会社,s2_outline_23_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,直近期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,47.8,59.8,,59.8,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,未判定,1,2030年までに売上高成長率+59.8%、売上高増加額+47.8億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_23.pdf
s2_outline_24,3次,高知食糧株式会社,s2_outline_24_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,直近期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2035年,2035,,2035,2035,,,existing_normalized_year,high,manual_label,existing_normalized_year,200,126,8.9,,8.9,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2035年売上高200億円、売上高成長率8.9%、売上高増加額126億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_24.pdf
s2_outline_25,3次,有限会社ホテル十勝屋,s2_outline_25_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,直近期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,35.6,280.3,,280.3,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,未判定,2,2030年までに売上高成長率280.3%、売上高増加額35.6億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_25.pdf
s2_outline_26,3次,株式会社ティーケーシン,s2_outline_26_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2025年4月度,2025,4,2025,2025,4,4,existing_normalized_year,high,manual_label,existing_normalized_year,,2030年4月度,2030,4,2030,2030,4,4,existing_normalized_year,high,manual_label,existing_normalized_year,112,50.6,16.3,,16.3,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2025年4月度から2030年4月度、売上112億円、成長率16.3%、増加額50.6億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_26.pdf
s2_outline_27,3次,株式会社ライト製作所,s2_outline_27_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2023年度（2024年6月期決算）,2023,6,2023,2023,6,6,existing_normalized_year,high,manual_label,existing_normalized_year,76,2029年度,2029,,2029,2029,,,existing_normalized_year,high,manual_label,existing_normalized_year,160,84,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,整合,1,2023年度（2024年6月期決算）76億円、2026年度95億円、2029年度160億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_27.pdf
s2_outline_27,3次,株式会社ライト製作所,s2_outline_27_sales_02,会社全体・中間目標,申請企業,applicant,false,false,false,その他系列,,2023年度（2024年6月期決算）,2023,6,2023,2023,6,6,existing_normalized_year,high,manual_label,existing_normalized_year,76,2026年度,2026,,2026,2026,,,existing_normalized_year,high,manual_label,existing_normalized_year,95,19,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,整合,1,中間値として2026年度95億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_27.pdf
s2_outline_27,3次,株式会社ライト製作所,s2_outline_27_sales_03,半導体製造装置事業,補助事業,project,false,false,false,その他系列,,,,,,,,,missing,low,missing,記載なし,,2027年,2027,,2027,2027,,,existing_normalized_year,high,manual_label,existing_normalized_year,100,,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,未判定,1,半導体製造装置事業の売上高100億円を2027年までに目指す,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_27.pdf
s2_outline_30,3次,東洋スクリーン工業株式会社,s2_outline_30_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,直近期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2029年,2029,,2029,2029,,,existing_normalized_year,high,manual_label,existing_normalized_year,,38,217,,217,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,未判定,1,2029年までに売上高成長率217%、売上高増加額38億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_30.pdf
s2_outline_31,3次,アトム株式会社,s2_outline_31_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,直近期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2030年9月期,2030,9,2030,2030,9,9,existing_normalized_year,high,manual_label,existing_normalized_year,320,179,,14.5,14.5,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,2030年9月期売上320億円、CAGR14.5%、売上高増加額179億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_31.pdf
s2_outline_32,3次,第一物産株式会社,s2_outline_32_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,直近期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,31/8期,2031,8,,2031,8,8,two_digit_year_assume_2000s,medium,manual_label,two_digit_year_assume_2000s,,53.7,128.4,,128.4,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,未判定,1,31/8期までに売上高成長率128.4%、売上高増加額53.7億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_32.pdf
s2_outline_33,3次,株式会社浪速ポンプ製作所,s2_outline_33_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,直近期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,84,20,,20,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2030年までに売上高成長率20%、売上高増加額84億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_33.pdf
s2_outline_34,3次,フタバ食品株式会社,s2_outline_34_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年8月期,2024,8,2024,2024,8,8,existing_normalized_year,high,manual_label,existing_normalized_year,231.1,2030年8月期,2030,8,2030,2030,8,8,existing_normalized_year,high,manual_label,existing_normalized_year,350,118.9,51.4,,51.4,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,整合,1,2024年8月期231.1億円から2030年8月期350億円、増加118.9億円、成長率51.4%,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_34.pdf
s2_outline_35,3次,株式会社北海道ちぬやファーム,s2_outline_35_sales_01,コンソーシアム全体,グループ,group,true,true,false,PDF主系列,,直近期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,261,176.8,,176.8,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,未判定,1,コンソーシアム全体の売上成長目標（～2030年）：売上高成長率176.8%、売上高増加額261億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_35.pdf
s2_outline_37,3次,ノーラエンジニアリング株式会社,s2_outline_37_sales_01,コンソーシアム全体,グループ,group,true,true,false,PDF主系列,,直近期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2030年7月期,2030,7,2030,2030,7,7,existing_normalized_year,high,manual_label,existing_normalized_year,100,53,13.6,,13.6,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,コンソーシアムで2030年7月期売上100億円、売上高成長率13.6%、増加額53億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_37.pdf
s2_outline_39,3次,名古屋東部陸運株式会社,s2_outline_39_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2027年,2027,,2027,2027,,,existing_normalized_year,high,manual_label,existing_normalized_year,,2031年度,2031,,2031,2031,,,existing_normalized_year,high,manual_label,existing_normalized_year,453,190,14.8,,14.8,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,会社全体の売上成長目標（2027年～2031年）：売上高成長率14.8%、増加額190億円（2031年売上高453億円）,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_39.pdf
s2_outline_40,3次,株式会社英楽,s2_outline_40_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年4月期,2024,4,2024,2024,4,4,existing_normalized_year,high,manual_label,existing_normalized_year,,2030年4月期,2030,4,2030,2030,4,4,existing_normalized_year,high,manual_label,existing_normalized_year,,31.9,433.8,,433.8,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,未判定,1,会社全体の売上成長目標（2024年4月期～2030年4月期）：売上高成長率+433.8%、売上高増加額31.9億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_40.pdf
s2_outline_41,3次,藤本化学製品株式会社,s2_outline_41_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,直近決算期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2035年度,2035,,2035,2035,,,existing_normalized_year,high,manual_label,existing_normalized_year,,314,169,,169,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2035年度に直近決算期比で売上高増加率+169%、売上高増加額314億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_41.pdf
s2_outline_42,3次,中央製乳株式会社,s2_outline_42_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,直近期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,54,57,,57,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,未判定,1,会社全体の売上成長目標（～2030年）：売上高成長率57%、売上高増加額54億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_42.pdf
s2_outline_43,3次,近江鍛工株式会社,s2_outline_43_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年,2024,,2024,2024,,,existing_normalized_year,high,manual_label,existing_normalized_year,156,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,300,144,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,整合,4,会社全体の売上成長目標（2024→30年）：全社売上高156億円→300億円、売上増加額+144億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_43.pdf
s2_outline_44,3次,株式会社アヤボ,s2_outline_44_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2025年度,2025,,2025,2025,,,existing_normalized_year,high,manual_label,existing_normalized_year,,2030年度,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,1.6,2,,2,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,会社全体の売上成長目標（2025年度～2030年度）：売上高成長率2.0%、売上高増加額1.6億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_44.pdf
s2_outline_45,3次,株式会社田中食品興業所,s2_outline_45_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年7月期,2024,7,2024,2024,7,7,existing_normalized_year,high,manual_label,existing_normalized_year,126.52,2031年7月期,2031,7,2031,2031,7,7,existing_normalized_year,high,manual_label,existing_normalized_year,189.52,63,150,,150,target_base_ratio,target_base_ratio,ai_visual_manual_audit,high,false,整合,1,"2031年7月期売上高18,952百万円。2024年7月期比で売上高成長率150.0%、売上高増加額63億円。",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_45.pdf
s2_outline_46,3次,カンケンテクノ株式会社,s2_outline_46_sales_01,グループ全体,グループ,group,true,true,false,PDF主系列,,2024年,2024,,2024,2024,,,existing_normalized_year,high,manual_label,existing_normalized_year,267,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,585,318,,13.7,13.7,cagr,cagr,ai_visual_manual_audit,high,false,整合,1,グループ全体の売上成長目標（2024～2030年）：267億円→585億円、売上成長率13.7%、増加額318億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_46.pdf
s2_outline_47,3次,INTLOOP株式会社,s2_outline_47_sales_01,会社全体（連結）,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,FY24実績,2024,,,2024,,,two_digit_fy_assume_2000s,medium,manual_label,two_digit_fy_assume_2000s,271,FY30,2030,,,2030,,,two_digit_fy_assume_2000s,medium,manual_label,two_digit_fy_assume_2000s,1000,729,,24.3,24.3,cagr,cagr,ai_visual_manual_audit,high,false,整合,1,"～2030年/連結：売上高成長率24.3%（FY24実績比）、売上高増加額729億円。本文に2030年売上高1,000億円。",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_47.pdf
s2_outline_48,3次,株式会社サンワ,s2_outline_48_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,直近期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,31年9月期,2031,9,,2031,9,9,two_digit_year_assume_2000s,medium,manual_label,two_digit_year_assume_2000s,,46,12.2,,12.2,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,会社全体の売上成長目標（～31年9月期）：売上高成長率12.2%、売上高増加額46億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_48.pdf
s2_outline_49,3次,白鷺特殊鋼株式会社,s2_outline_49_sales_01,白鷺特殊鋼株式会社兵庫,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,直近期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,70,192,,192,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,白鷺特殊鋼(株)兵庫の売上成長目標：売上高成長率192%、売上高増加額70億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_49.pdf
s2_outline_49,3次,白鷺特殊鋼株式会社,s2_outline_49_sales_02,ハクロスチール株式会社,関連会社,affiliate,true,true,false,PDF主系列,,直近期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,10.3,166,,166,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,ハクロスチール(株)：売上高成長率166%、売上高増加額10.3億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_49.pdf
s2_outline_49,3次,白鷺特殊鋼株式会社,s2_outline_49_sales_03,2社合計,グループ,group,true,true,false,PDF主系列,,直近期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,81,187,,187,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2社合計：売上高成長率187%、売上高増加額81億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_49.pdf
s2_outline_51,3次,有楽製菓株式会社,s2_outline_51_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年7月期,2024,7,2024,2024,7,7,existing_normalized_year,high,manual_label,existing_normalized_year,165,2030年7月期,2030,7,2030,2030,7,7,existing_normalized_year,high,manual_label,existing_normalized_year,340,155,16,,16,stated_undefined,stated_undefined,ai_visual_manual_audit,medium,true,PDF原文内不整合・要注記,2,本文は2030年7月期売上高340億円。成長目標Boxは売上高成長率16%、売上高増加額155億円。会社概要は2024年7月期165億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_51.pdf
s2_outline_52,3次,株式会社GYXUS,s2_outline_52_sales_01,GYXUS,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,直近決算期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,0.43,基準年度+3年後,,,,,,,relative_year_requires_anchor,low,manual_label,補正不能・原文保持,46.77,46.34,,376.3,376.3,cagr,cagr,ai_visual_manual_audit,high,false,整合,1,"単位百万円：GYXUS 43→4,677、増加4,634、成長率376.3%",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_52.pdf
s2_outline_52,3次,株式会社GYXUS,s2_outline_52_sales_02,KOSEI GYXUS,関連会社,affiliate,true,true,false,PDF主系列,,直近決算期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,0,基準年度+3年後,,,,,,,relative_year_requires_anchor,low,manual_label,補正不能・原文保持,3.37,3.37,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,整合,1,KOSEI GYXUS 0→337百万円、増加337百万円、成長率―,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_52.pdf
s2_outline_52,3次,株式会社GYXUS,s2_outline_52_sales_03,光州産業,関連会社,affiliate,true,true,false,PDF主系列,,直近決算期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,80.97,基準年度+3年後,,,,,,,relative_year_requires_anchor,low,manual_label,補正不能・原文保持,97.32,16.36,,6.3,6.3,cagr,cagr,ai_visual_manual_audit,high,false,整合,1,"光州産業8,097→9,732百万円、増加1,636百万円、6.3%",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_52.pdf
